,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Age,Gender,Account_Status
37,38,89,2025-01-02,Online,BestBuy,Health,24.03,Debit Card,Approved,Chicago,21,Male,Active
38,39,14,2025-01-02,POS,eBay,Groceries,169.92,Credit Card,Pending,San Francisco,34,Female,Suspended
39,40,242,2025-01-02,POS,BestBuy,Health,891.4,Credit Card,Pending,Los Angeles,54,Male,Suspended
40,41,265,2025-01-02,POS,Expedia,Entertainment,245.33,Credit Card,Approved,Houston,55,Other,Suspended
41,42,53,2025-01-02,ATM,BestBuy,Travel,357.5,Credit Card,Declined,Miami,46,Male,Inactive
42,43,92,2025-01-02,ATM,Target,Travel,109.82,Debit Card,Approved,Chicago,19,Male,Suspended
43,44,264,2025-01-02,POS,eBay,Electronics,226.25,Debit Card,Declined,Los Angeles,29,Female,Active
44,45,35,2025-01-02,POS,Amazon,Electronics,521.63,Credit Card,Approved,New York,66,Female,Suspended
45,46,206,2025-01-02,POS,Expedia,Groceries,609.71,Credit Card,Approved,Miami,30,Female,Inactive
46,47,81,2025-01-02,ATM,Target,Entertainment,249.13,Debit Card,Approved,San Francisco,30,Other,Active
47,48,50,2025-01-02,ATM,Walmart,Health,62.44,Debit Card,Pending,New York,24,Other,Active
48,49,2,2025-01-03,Online,eBay,Entertainment,394.08,Debit Card,Declined,Los Angeles,53,Female,Suspended
49,50,54,2025-01-03,Online,Costco,Travel,238.03,Credit Card,Declined,Los Angeles,47,Male,Inactive
50,51,106,2025-01-03,POS,Costco,Groceries,223.46,Debit Card,Approved,San Francisco,19,Male,Active
51,52,260,2025-01-03,ATM,Amazon,Clothing,960.06,Credit Card,Pending,Chicago,59,Male,Suspended
52,53,191,2025-01-03,ATM,BestBuy,Groceries,618.22,Credit Card,Pending,San Francisco,36,Female,Inactive
53,54,218,2025-01-03,ATM,Amazon,Dining,559.09,Debit Card,Declined,Houston,29,Male,Suspended
54,55,44,2025-01-03,POS,Costco,Groceries,418.7,Credit Card,Pending,New York,53,Female,Active
55,56,162,2025-01-03,Online,Walmart,Entertainment,431.8,Debit Card,Declined,Chicago,39,Male,Inactive
56,57,202,2025-01-03,POS,Expedia,Dining,543.2,Credit Card,Declined,Miami,30,Male,Inactive
57,58,270,2025-01-03,Online,Expedia,Dining,697.95,Debit Card,Declined,Seattle,56,Female,Inactive
58,59,271,2025-01-03,Online,eBay,Dining,703.64,Credit Card,Pending,Houston,24,Female,Suspended
59,60,215,2025-01-03,POS,Expedia,Clothing,175.84,Credit Card,Declined,Chicago,52,Female,Inactive
60,61,252,2025-01-03,Online,eBay,Groceries,502.61,Debit Card,Declined,Seattle,43,Male,Suspended
61,62,190,2025-01-03,Online,eBay,Entertainment,414.9,Debit Card,Approved,Seattle,42,Female,Inactive
62,63,296,2025-01-03,ATM,eBay,Groceries,871.17,Debit Card,Declined,New York,69,Female,Suspended
63,64,213,2025-01-03,Online,Costco,Clothing,633.26,Debit Card,Declined,Los Angeles,66,Other,Active
64,65,208,2025-01-03,POS,Costco,Travel,534.84,Credit Card,Approved,Miami,31,Male,Inactive
65,66,237,2025-01-03,POS,BestBuy,Electronics,119.82,Debit Card,Approved,San Francisco,29,Other,Suspended
66,67,53,2025-01-03,Online,Target,Entertainment,607.61,Debit Card,Pending,New York,46,Male,Inactive
67,68,280,2025-01-03,ATM,eBay,Entertainment,121.62,Credit Card,Declined,Houston,41,Male,Active
68,69,217,2025-01-03,ATM,eBay,Groceries,340.52,Debit Card,Pending,Seattle,31,Male,Active
69,70,252,2025-01-03,Online,Target,Electronics,147.13,Debit Card,Pending,Houston,43,Male,Suspended
70,71,188,2025-01-03,Online,Amazon,Health,693.61,Credit Card,Approved,Seattle,41,Female,Inactive
71,72,41,2025-01-03,POS,eBay,Health,210.22,Debit Card,Pending,Los Angeles,63,Male,Active
72,73,157,2025-01-04,Online,BestBuy,Clothing,394.9,Debit Card,Declined,Los Angeles,43,Female,Inactive
73,74,15,2025-01-04,ATM,Expedia,Health,896.2,Debit Card,Approved,Miami,57,Female,Active
74,75,65,2025-01-04,Online,Expedia,Entertainment,208.29,Debit Card,Declined,San Francisco,45,Female,Suspended
75,76,9,2025-01-04,POS,Walmart,Health,510.27,Debit Card,Declined,Miami,58,Female,Inactive
76,77,129,2025-01-04,POS,Walmart,Travel,422.18,Debit Card,Approved,Los Angeles,26,Male,Suspended
77,78,136,2025-01-04,POS,Expedia,Travel,23.03,Credit Card,Declined,Los Angeles,27,Female,Inactive
78,79,63,2025-01-04,POS,Expedia,Travel,793.79,Debit Card,Approved,Houston,21,Female,Inactive
79,80,139,2025-01-04,POS,Costco,Health,73.7,Credit Card,Declined,Los Angeles,50,Other,Inactive
80,81,81,2025-01-04,Online,BestBuy,Clothing,476.88,Credit Card,Approved,Chicago,30,Other,Active
81,82,163,2025-01-04,Online,Target,Dining,562.87,Credit Card,Pending,Seattle,22,Other,Suspended
82,83,289,2025-01-04,Online,Walmart,Dining,630.28,Credit Card,Declined,New York,60,Other,Inactive
83,84,261,2025-01-04,Online,Costco,Electronics,690.19,Debit Card,Approved,Los Angeles,18,Female,Suspended
84,85,231,2025-01-04,POS,Costco,Dining,257.01,Debit Card,Declined,Miami,27,Female,Active
85,86,41,2025-01-04,ATM,Target,Dining,14.93,Debit Card,Declined,San Francisco,63,Male,Active
86,87,28,2025-01-04,Online,Costco,Travel,724.83,Credit Card,Declined,Seattle,25,Other,Active
87,88,135,2025-01-04,ATM,BestBuy,Travel,537.98,Debit Card,Approved,Seattle,35,Other,Active
88,89,201,2025-01-04,Online,Expedia,Health,836.94,Debit Card,Pending,San Francisco,44,Other,Suspended
89,90,268,2025-01-04,Online,eBay,Electronics,822.28,Debit Card,Pending,San Francisco,59,Female,Inactive
90,91,33,2025-01-04,ATM,Target,Groceries,844.11,Credit Card,Pending,Seattle,60,Female,Active
91,92,48,2025-01-04,POS,Expedia,Entertainment,487.67,Credit Card,Approved,Chicago,41,Male,Inactive
92,93,62,2025-01-04,Online,Expedia,Electronics,336.96,Debit Card,Pending,Miami,52,Other,Inactive
93,94,216,2025-01-04,Online,Amazon,Electronics,792.6,Credit Card,Approved,Chicago,65,Female,Active
94,95,293,2025-01-04,Online,Target,Clothing,454.04,Credit Card,Declined,Los Angeles,28,Female,Active
95,96,99,2025-01-04,ATM,Costco,Health,187.52,Debit Card,Declined,New York,61,Other,Active
96,97,172,2025-01-05,POS,eBay,Clothing,855.7,Credit Card,Pending,San Francisco,43,Male,Active
97,98,214,2025-01-05,ATM,Target,Electronics,883.15,Credit Card,Approved,Miami,47,Male,Active
98,99,35,2025-01-05,ATM,Costco,Electronics,468.98,Debit Card,Declined,San Francisco,66,Female,Suspended
99,100,227,2025-01-05,POS,Expedia,Electronics,80.32,Credit Card,Approved,Chicago,40,Male,Active
100,101,101,2025-01-05,ATM,eBay,Dining,390.89,Credit Card,Approved,Houston,24,Female,Suspended
101,102,131,2025-01-05,POS,Costco,Entertainment,804.52,Credit Card,Declined,Los Angeles,50,Male,Suspended
102,103,257,2025-01-05,Online,BestBuy,Entertainment,902.27,Credit Card,Approved,New York,55,Female,Inactive
103,104,5,2025-01-05,POS,Costco,Clothing,207.46,Credit Card,Declined,Los Angeles,27,Other,Suspended
104,105,218,2025-01-05,Online,Amazon,Electronics,71.64,Credit Card,Declined,Houston,29,Male,Suspended
105,106,255,2025-01-05,ATM,Expedia,Entertainment,877.96,Credit Card,Declined,New York,41,Male,Active
106,107,283,2025-01-05,ATM,Costco,Travel,392.46,Credit Card,Approved,Houston,58,Male,Inactive
107,108,207,2025-01-05,Online,Walmart,Entertainment,544.05,Debit Card,Declined,Los Angeles,44,Other,Active
108,109,15,2025-01-05,ATM,Walmart,Health,968.23,Debit Card,Approved,Chicago,57,Female,Active
109,110,42,2025-01-05,POS,Amazon,Health,71.23,Debit Card,Declined,Seattle,18,Female,Suspended
110,111,179,2025-01-05,Online,BestBuy,Entertainment,650.08,Debit Card,Declined,Los Angeles,38,Female,Suspended
111,112,63,2025-01-05,ATM,Expedia,Travel,78.73,Credit Card,Pending,Los Angeles,21,Female,Inactive
112,113,231,2025-01-05,Online,Target,Health,378.59,Debit Card,Pending,Los Angeles,27,Female,Active
113,114,241,2025-01-05,POS,Amazon,Dining,804.8,Debit Card,Pending,Miami,62,Female,Suspended
114,115,52,2025-01-05,POS,BestBuy,Entertainment,436.3,Credit Card,Approved,Houston,34,Other,Inactive
115,116,96,2025-01-05,ATM,Target,Dining,997.2,Credit Card,Approved,Houston,54,Female,Suspended
116,117,222,2025-01-05,POS,Walmart,Entertainment,561.26,Credit Card,Declined,San Francisco,60,Male,Inactive
117,118,231,2025-01-05,Online,Walmart,Groceries,324.56,Credit Card,Declined,Houston,27,Female,Active
118,119,237,2025-01-05,POS,Target,Groceries,224.01,Credit Card,Declined,San Francisco,29,Other,Suspended
119,120,143,2025-01-05,Online,Amazon,Groceries,353.77,Debit Card,Declined,Miami,37,Other,Inactive
120,121,171,2025-01-06,Online,Walmart,Health,375.67,Credit Card,Approved,Chicago,42,Male,Inactive
121,122,29,2025-01-06,POS,Expedia,Dining,73.37,Debit Card,Declined,San Francisco,65,Female,Suspended
122,123,36,2025-01-06,ATM,eBay,Dining,372.73,Debit Card,Declined,Los Angeles,66,Male,Active
123,124,13,2025-01-06,POS,Costco,Dining,466.92,Credit Card,Pending,Chicago,54,Other,Active
124,125,160,2025-01-06,Online,Target,Travel,724.12,Debit Card,Declined,Seattle,42,Other,Suspended
125,126,187,2025-01-06,Online,Target,Dining,658.45,Debit Card,Declined,Miami,25,Female,Suspended
126,127,243,2025-01-06,POS,Walmart,Travel,710.22,Credit Card,Declined,Houston,23,Male,Active
127,128,86,2025-01-06,ATM,Amazon,Groceries,13.32,Debit Card,Approved,San Francisco,28,Female,Inactive
128,129,284,2025-01-06,ATM,Expedia,Groceries,221.58,Debit Card,Pending,Los Angeles,27,Female,Inactive
129,130,66,2025-01-06,Online,Amazon,Health,663.38,Debit Card,Declined,New York,30,Female,Inactive
130,131,170,2025-01-06,Online,BestBuy,Entertainment,486.57,Credit Card,Declined,Seattle,54,Male,Suspended
131,132,45,2025-01-06,ATM,BestBuy,Groceries,10.29,Credit Card,Pending,New York,38,Female,Suspended
132,133,62,2025-01-06,POS,eBay,Entertainment,805.47,Credit Card,Declined,Chicago,52,Other,Inactive
133,134,134,2025-01-06,Online,Walmart,Entertainment,773.95,Debit Card,Approved,Houston,23,Male,Active
134,135,284,2025-01-06,Online,Walmart,Health,550.68,Credit Card,Declined,New York,27,Female,Inactive
135,136,28,2025-01-06,ATM,Walmart,Electronics,71.13,Debit Card,Approved,Chicago,25,Other,Active
136,137,108,2025-01-06,POS,eBay,Electronics,767.68,Credit Card,Approved,Miami,28,Other,Suspended
137,138,44,2025-01-06,ATM,BestBuy,Clothing,585.8,Debit Card,Declined,Chicago,53,Female,Active
138,139,286,2025-01-06,POS,Amazon,Health,783.05,Credit Card,Pending,Seattle,55,Other,Active
139,140,128,2025-01-06,POS,eBay,Clothing,752.99,Credit Card,Approved,Chicago,24,Female,Active
140,141,231,2025-01-06,POS,eBay,Clothing,803.99,Debit Card,Pending,Seattle,27,Female,Active
141,142,190,2025-01-06,Online,Amazon,Electronics,520.42,Credit Card,Declined,Chicago,42,Female,Inactive
142,143,225,2025-01-06,ATM,Walmart,Health,144.62,Debit Card,Approved,Los Angeles,66,Male,Inactive
143,144,283,2025-01-06,ATM,Expedia,Electronics,672.8,Credit Card,Declined,Chicago,58,Male,Inactive
144,145,121,2025-01-07,POS,Amazon,Clothing,622.37,Credit Card,Pending,San Francisco,36,Male,Active
145,146,116,2025-01-07,Online,BestBuy,Health,743.54,Debit Card,Declined,Chicago,60,Female,Inactive
146,147,233,2025-01-07,Online,Target,Clothing,174.03,Debit Card,Declined,Los Angeles,60,Female,Suspended
147,148,259,2025-01-07,ATM,Target,Dining,199.0,Debit Card,Approved,Los Angeles,52,Other,Suspended
148,149,198,2025-01-07,Online,Costco,Entertainment,890.96,Credit Card,Declined,Miami,39,Other,Active
149,150,137,2025-01-07,Online,Costco,Health,751.23,Debit Card,Declined,Seattle,45,Male,Active
150,151,165,2025-01-07,POS,eBay,Health,908.69,Credit Card,Declined,Houston,53,Female,Active
151,152,225,2025-01-07,Online,Target,Entertainment,759.92,Debit Card,Approved,New York,66,Male,Inactive
152,153,234,2025-01-07,POS,Expedia,Clothing,599.17,Debit Card,Pending,New York,23,Other,Active
153,154,172,2025-01-07,ATM,Walmart,Dining,655.86,Debit Card,Pending,Chicago,43,Male,Active
154,155,152,2025-01-07,Online,BestBuy,Travel,889.68,Debit Card,Declined,Miami,34,Other,Inactive
155,156,160,2025-01-07,ATM,Costco,Entertainment,580.91,Debit Card,Approved,Chicago,42,Other,Suspended
156,157,96,2025-01-07,ATM,Expedia,Electronics,634.23,Debit Card,Declined,New York,54,Female,Suspended
157,158,233,2025-01-07,Online,BestBuy,Clothing,160.69,Credit Card,Pending,Seattle,60,Female,Suspended
158,159,180,2025-01-07,Online,BestBuy,Entertainment,476.55,Debit Card,Approved,Seattle,63,Male,Inactive
159,160,113,2025-01-07,ATM,Walmart,Entertainment,717.82,Credit Card,Pending,Seattle,56,Male,Suspended
160,161,52,2025-01-07,Online,eBay,Health,274.59,Debit Card,Pending,Los Angeles,34,Other,Inactive
161,162,268,2025-01-07,POS,Target,Electronics,206.24,Debit Card,Approved,Houston,59,Female,Inactive
162,163,295,2025-01-07,POS,Walmart,Electronics,317.26,Debit Card,Approved,Miami,62,Female,Active
163,164,113,2025-01-07,Online,Expedia,Electronics,245.29,Credit Card,Declined,Los Angeles,56,Male,Suspended
164,165,101,2025-01-07,ATM,eBay,Entertainment,218.84,Credit Card,Declined,Houston,24,Female,Suspended
165,166,113,2025-01-07,Online,Expedia,Travel,427.73,Debit Card,Pending,Miami,56,Male,Suspended
166,167,81,2025-01-07,Online,eBay,Groceries,908.3,Credit Card,Approved,Miami,30,Other,Active
167,168,187,2025-01-07,ATM,Costco,Clothing,509.52,Debit Card,Approved,New York,25,Female,Suspended
168,169,113,2025-01-08,ATM,Expedia,Groceries,191.98,Debit Card,Declined,Los Angeles,56,Male,Suspended
169,170,2,2025-01-08,POS,Walmart,Entertainment,81.59,Credit Card,Pending,Miami,53,Female,Suspended
170,171,130,2025-01-08,ATM,eBay,Groceries,697.68,Credit Card,Pending,San Francisco,42,Male,Inactive
171,172,220,2025-01-08,POS,eBay,Entertainment,385.88,Credit Card,Declined,Seattle,61,Male,Inactive
172,173,54,2025-01-08,ATM,BestBuy,Groceries,822.72,Credit Card,Approved,Miami,47,Male,Inactive
173,174,224,2025-01-08,Online,BestBuy,Electronics,661.21,Debit Card,Declined,Houston,57,Other,Inactive
174,175,225,2025-01-08,POS,Amazon,Dining,797.26,Credit Card,Declined,New York,66,Male,Inactive
175,176,126,2025-01-08,POS,Expedia,Electronics,275.59,Credit Card,Declined,Chicago,45,Other,Inactive
176,177,130,2025-01-08,POS,BestBuy,Electronics,693.9,Debit Card,Declined,Seattle,42,Male,Inactive
177,178,53,2025-01-08,Online,Amazon,Health,267.74,Credit Card,Approved,New York,46,Male,Inactive
178,179,172,2025-01-08,Online,Costco,Health,939.37,Credit Card,Declined,Chicago,43,Male,Active
179,180,218,2025-01-08,Online,Costco,Groceries,638.19,Credit Card,Approved,Los Angeles,29,Male,Suspended
180,181,160,2025-01-08,Online,BestBuy,Entertainment,327.89,Credit Card,Declined,Los Angeles,42,Other,Suspended
181,182,198,2025-01-08,Online,Expedia,Electronics,273.16,Debit Card,Pending,Miami,39,Other,Active
182,183,247,2025-01-08,POS,eBay,Groceries,194.97,Debit Card,Approved,San Francisco,39,Female,Suspended
183,184,203,2025-01-08,Online,Target,Health,696.17,Credit Card,Pending,Los Angeles,50,Male,Inactive
184,185,184,2025-01-08,POS,Expedia,Dining,222.62,Credit Card,Declined,Miami,37,Other,Inactive
185,186,123,2025-01-08,Online,Walmart,Clothing,597.33,Debit Card,Declined,Seattle,23,Female,Active
186,187,255,2025-01-08,ATM,Costco,Groceries,268.31,Credit Card,Declined,New York,41,Male,Active
187,188,294,2025-01-08,POS,BestBuy,Dining,663.66,Credit Card,Approved,Los Angeles,32,Male,Active
188,189,280,2025-01-08,ATM,BestBuy,Clothing,815.87,Credit Card,Pending,New York,41,Male,Active
189,190,98,2025-01-08,POS,eBay,Travel,779.14,Credit Card,Approved,New York,38,Other,Active
190,191,198,2025-01-08,ATM,Walmart,Groceries,762.05,Credit Card,Approved,San Francisco,39,Other,Active
191,192,240,2025-01-08,Online,eBay,Groceries,191.78,Credit Card,Declined,Los Angeles,44,Male,Active
192,193,144,2025-01-09,Online,Walmart,Travel,92.94,Credit Card,Pending,New York,18,Male,Active
193,194,97,2025-01-09,Online,Target,Travel,700.45,Credit Card,Declined,San Francisco,34,Female,Inactive
194,195,201,2025-01-09,POS,Costco,Groceries,371.51,Credit Card,Approved,San Francisco,44,Other,Suspended
195,196,124,2025-01-09,ATM,BestBuy,Travel,435.18,Debit Card,Declined,Los Angeles,66,Other,Active
196,197,187,2025-01-09,Online,BestBuy,Electronics,35.99,Debit Card,Pending,San Francisco,25,Female,Suspended
197,198,259,2025-01-09,ATM,Target,Clothing,263.28,Debit Card,Declined,Los Angeles,52,Other,Suspended
198,199,148,2025-01-09,ATM,Amazon,Clothing,38.51,Credit Card,Pending,Los Angeles,58,Male,Suspended
199,200,252,2025-01-09,Online,Costco,Clothing,879.79,Credit Card,Pending,Chicago,43,Male,Suspended
200,201,147,2025-01-09,Online,eBay,Electronics,247.18,Debit Card,Declined,New York,35,Female,Active
201,202,148,2025-01-09,ATM,Target,Entertainment,559.55,Credit Card,Approved,Houston,58,Male,Suspended
202,203,199,2025-01-09,Online,eBay,Travel,43.78,Debit Card,Declined,Los Angeles,63,Female,Inactive
203,204,128,2025-01-09,Online,Expedia,Dining,668.51,Credit Card,Approved,New York,24,Female,Active
204,205,39,2025-01-09,Online,BestBuy,Travel,326.41,Debit Card,Approved,Seattle,27,Other,Inactive
205,206,129,2025-01-09,POS,eBay,Groceries,898.43,Debit Card,Declined,San Francisco,26,Male,Suspended
206,207,267,2025-01-09,ATM,Walmart,Health,888.68,Debit Card,Approved,Miami,29,Female,Active
207,208,151,2025-01-09,ATM,eBay,Clothing,328.66,Credit Card,Approved,Los Angeles,44,Other,Inactive
208,209,298,2025-01-09,POS,Expedia,Travel,901.46,Debit Card,Declined,San Francisco,27,Female,Inactive
209,210,99,2025-01-09,ATM,Costco,Dining,996.18,Credit Card,Declined,San Francisco,61,Other,Active
210,211,263,2025-01-09,Online,BestBuy,Groceries,826.29,Credit Card,Declined,San Francisco,53,Female,Active
211,212,252,2025-01-09,ATM,Target,Electronics,845.65,Credit Card,Approved,San Francisco,43,Male,Suspended
212,213,144,2025-01-09,Online,Expedia,Entertainment,252.76,Credit Card,Pending,San Francisco,18,Male,Active
213,214,112,2025-01-09,POS,BestBuy,Electronics,578.82,Credit Card,Approved,Los Angeles,24,Female,Suspended
214,215,60,2025-01-09,Online,eBay,Dining,71.92,Credit Card,Pending,Seattle,26,Male,Suspended
215,216,2,2025-01-09,ATM,Costco,Groceries,99.44,Credit Card,Declined,Houston,53,Female,Suspended
216,217,254,2025-01-10,ATM,Amazon,Clothing,998.9,Debit Card,Pending,Chicago,68,Male,Inactive
217,218,140,2025-01-10,ATM,Costco,Travel,330.01,Debit Card,Declined,San Francisco,18,Male,Inactive
218,219,37,2025-01-10,POS,Amazon,Groceries,749.44,Debit Card,Declined,San Francisco,29,Other,Active
219,220,160,2025-01-10,POS,Walmart,Entertainment,807.63,Credit Card,Pending,Chicago,42,Other,Suspended
220,221,9,2025-01-10,ATM,Costco,Electronics,858.73,Credit Card,Declined,Seattle,58,Female,Inactive
221,222,233,2025-01-10,Online,BestBuy,Entertainment,997.64,Credit Card,Pending,Seattle,60,Female,Suspended
222,223,99,2025-01-10,POS,Amazon,Entertainment,245.29,Credit Card,Declined,Los Angeles,61,Other,Active
223,224,147,2025-01-10,ATM,Target,Dining,45.15,Debit Card,Approved,New York,35,Female,Active
224,225,208,2025-01-10,ATM,BestBuy,Dining,414.14,Credit Card,Approved,Miami,31,Male,Inactive
225,226,131,2025-01-10,POS,Target,Travel,134.43,Debit Card,Declined,Miami,50,Male,Suspended
226,227,152,2025-01-10,POS,Costco,Dining,27.31,Credit Card,Declined,New York,34,Other,Inactive
227,228,54,2025-01-10,POS,Target,Dining,363.62,Debit Card,Pending,Los Angeles,47,Male,Inactive
228,229,120,2025-01-10,Online,Amazon,Groceries,784.82,Credit Card,Approved,Miami,19,Male,Active
229,230,161,2025-01-10,Online,BestBuy,Clothing,568.35,Debit Card,Pending,Seattle,19,Other,Active
230,231,116,2025-01-10,ATM,eBay,Travel,316.21,Credit Card,Declined,Chicago,60,Female,Inactive
231,232,75,2025-01-10,POS,Expedia,Groceries,656.07,Debit Card,Declined,New York,29,Female,Suspended
232,233,113,2025-01-10,Online,Amazon,Clothing,235.86,Credit Card,Pending,Seattle,56,Male,Suspended
233,234,104,2025-01-10,POS,Amazon,Entertainment,19.31,Debit Card,Declined,Houston,30,Other,Inactive
234,235,254,2025-01-10,ATM,eBay,Groceries,765.53,Debit Card,Approved,Los Angeles,68,Male,Inactive
235,236,227,2025-01-10,Online,BestBuy,Health,625.62,Credit Card,Pending,New York,40,Male,Active
236,237,112,2025-01-10,Online,BestBuy,Groceries,763.49,Debit Card,Approved,Miami,24,Female,Suspended
237,238,99,2025-01-10,Online,Costco,Dining,43.74,Credit Card,Approved,Los Angeles,61,Other,Active
238,239,153,2025-01-10,ATM,Target,Clothing,837.93,Credit Card,Approved,Chicago,63,Male,Active
239,240,194,2025-01-10,POS,Costco,Travel,621.43,Credit Card,Pending,Los Angeles,32,Other,Suspended
240,241,163,2025-01-11,Online,eBay,Travel,565.58,Debit Card,Declined,Los Angeles,22,Other,Suspended
241,242,208,2025-01-11,ATM,Costco,Clothing,626.49,Debit Card,Approved,Chicago,31,Male,Inactive
242,243,169,2025-01-11,POS,eBay,Dining,865.11,Credit Card,Approved,San Francisco,30,Male,Active
243,244,161,2025-01-11,ATM,BestBuy,Electronics,589.0,Credit Card,Approved,Chicago,19,Other,Active
244,245,68,2025-01-11,POS,Target,Groceries,583.05,Debit Card,Declined,Seattle,36,Female,Active
245,246,289,2025-01-11,ATM,Costco,Dining,990.73,Debit Card,Declined,Los Angeles,60,Other,Inactive
246,247,277,2025-01-11,POS,Amazon,Health,757.95,Debit Card,Pending,Chicago,30,Female,Suspended
247,248,135,2025-01-11,Online,Walmart,Entertainment,445.08,Credit Card,Declined,San Francisco,35,Other,Active
248,249,195,2025-01-11,POS,Expedia,Clothing,708.86,Credit Card,Pending,Seattle,39,Female,Active
249,250,128,2025-01-11,ATM,Amazon,Groceries,392.28,Credit Card,Pending,New York,24,Female,Active
250,251,33,2025-01-11,ATM,BestBuy,Travel,232.73,Credit Card,Pending,Chicago,60,Female,Active
251,252,176,2025-01-11,POS,Expedia,Entertainment,598.87,Credit Card,Pending,Chicago,31,Other,Inactive
252,253,22,2025-01-11,Online,Walmart,Electronics,928.54,Debit Card,Pending,Los Angeles,35,Other,Inactive
253,254,238,2025-01-11,Online,Walmart,Health,929.49,Credit Card,Approved,Seattle,60,Male,Suspended
254,255,158,2025-01-11,POS,Target,Travel,345.2,Debit Card,Declined,New York,34,Male,Active
255,256,38,2025-01-11,POS,Expedia,Clothing,530.04,Debit Card,Approved,Houston,62,Other,Inactive
256,257,230,2025-01-11,ATM,Target,Groceries,215.58,Credit Card,Pending,Houston,51,Male,Inactive
