order_id,date,product_name,category,sales,quantity,city
40,2023-10-15,Tablet,Electronics,1101.08,10,Mumbai
41,2023-04-15,Phone,Accessories,3626.32,6,Delhi
42,2023-10-19,Laptop,Electronics,1760.65,9,Pune
43,2023-04-21,Laptop,Accessories,3774.61,4,Mumbai
44,2023-12-25,Laptop,Office,3405.37,7,Delhi
45,2023-10-02,Keyboard,Office,1408.46,2,Pune
46,2023-01-23,Monitor,Accessories,2389.09,10,Pune
47,2023-08-21,Headphones,Electronics,243.43,5,Hyderabad
48,2023-08-29,Tablet,Office,2868.57,2,Delhi
49,2023-11-17,Keyboard,Electronics,1784.89,7,Chennai
50,2023-04-25,Monitor,Office,142.44,4,Mumbai
51,2023-03-13,Mouse,Office,1517.38,2,Pune
52,2023-10-07,Printer,Accessories,2108.45,1,Delhi
53,2023-02-12,Tablet,Electronics,4572.48,2,Mumbai
54,2023-09-16,Phone,Office,4721.73,1,Pune
55,2023-08-15,Laptop,Office,4695.84,8,Hyderabad
56,2023-10-28,Headphones,Office,3454.71,1,Bangalore
57,2023-06-14,Headphones,Accessories,1371.23,7,Chennai
58,2023-10-10,Phone,Office,3265.46,4,Bangalore
59,2023-06-04,Tablet,Accessories,4671.21,5,Mumbai
60,2023-01-28,Keyboard,Office,4967.84,3,Bangalore
61,2023-08-13,Mouse,Office,140.62,8,Mumbai
62,2023-11-21,Phone,Accessories,2621.68,4,Mumbai
63,2023-07-01,Monitor,Office,2197.13,1,Mumbai
64,2023-12-25,Mouse,Office,3367.79,6,Bangalore
65,2023-05-16,Keyboard,Office,1117.46,6,Pune
66,2023-02-27,Keyboard,Electronics,1727.22,8,Delhi
67,2023-11-17,Laptop,Accessories,864.83,6,Chennai
68,2023-06-05,Phone,Accessories,377.25,9,Hyderabad
69,2023-07-29,Tablet,Accessories,913.45,3,Chennai
70,2023-03-28,Tablet,Office,4039.7,9,Mumbai
71,2023-11-04,Laptop,Accessories,4340.19,6,Mumbai
72,2023-12-29,Keyboard,Electronics,2958.16,7,Pune
73,2023-03-12,Headphones,Electronics,3215.53,4,Chennai
74,2023-05-26,Monitor,Electronics,2192.28,1,Pune
75,2023-12-25,Mouse,Office,4061.3,10,Bangalore
76,2023-05-20,Mouse,Accessories,4557.98,7,Pune
77,2023-02-15,Monitor,Electronics,1684.98,7,Chennai
78,2023-11-30,Headphones,Accessories,4851.36,10,Mumbai
79,2023-11-29,Phone,Electronics,2320.48,6,Pune
80,2023-08-22,Laptop,Accessories,3026.75,4,Delhi
81,2023-02-10,Mouse,Electronics,2238.08,4,Hyderabad
82,2023-06-11,Keyboard,Electronics,1968.89,1,Bangalore
83,2023-08-12,Keyboard,Office,2447.78,5,Bangalore
84,2023-06-04,Keyboard,Office,4426.63,6,Chennai
85,2023-12-27,Phone,Accessories,1113.0,6,Bangalore
86,2023-11-14,Headphones,Accessories,833.37,10,Mumbai
87,2023-01-27,Monitor,Electronics,3614.09,8,Chennai
88,2023-04-08,Laptop,Office,4157.84,3,Mumbai
89,2023-03-16,Laptop,Electronics,1826.78,6,Bangalore
90,2023-10-16,Keyboard,Accessories,3076.95,5,Mumbai
91,2023-01-03,Keyboard,Electronics,3110.78,4,Delhi
92,2023-01-07,Phone,Electronics,1286.49,2,Hyderabad
93,2023-03-14,Mouse,Electronics,471.19,6,Delhi
94,2023-03-18,Tablet,Accessories,3366.55,5,Hyderabad
95,2023-08-29,Printer,Electronics,2031.11,8,Mumbai
96,2023-06-24,Keyboard,Office,2121.5,10,Chennai
97,2023-12-16,Printer,Electronics,3826.47,4,Pune
98,2023-05-21,Monitor,Electronics,3146.41,3,Bangalore
99,2023-07-19,Tablet,Electronics,3369.57,8,Chennai
100,2023-05-16,Phone,Office,2348.74,7,Chennai
101,2023-03-29,Mouse,Office,1783.39,6,Mumbai
102,2023-01-27,Mouse,Accessories,2126.27,3,Mumbai
103,2023-01-19,Phone,Accessories,4067.56,4,Pune
104,2023-06-28,Laptop,Office,4835.54,7,Delhi
105,2023-05-13,Mouse,Office,495.21,8,Bangalore
106,2023-10-06,Keyboard,Office,2931.63,10,Mumbai
107,2023-09-18,Printer,Accessories,3135.19,6,Bangalore
108,2023-03-31,Headphones,Office,280.16,6,Mumbai
109,2023-08-19,Tablet,Office,3500.86,1,Chennai
110,2023-06-02,Phone,Office,4385.9,1,Bangalore
111,2023-04-17,Keyboard,Office,1097.07,6,Bangalore
112,2023-12-13,Phone,Electronics,834.95,5,Pune
113,2023-11-28,Laptop,Accessories,1515.55,7,Mumbai
114,2023-02-15,Phone,Accessories,263.16,7,Bangalore
115,2023-03-31,Laptop,Accessories,3835.83,10,Delhi
116,2023-05-27,Headphones,Office,2807.65,7,Mumbai
117,2023-04-04,Tablet,Office,1990.97,2,Bangalore
118,2023-01-06,Monitor,Electronics,3803.29,3,Bangalore
119,2023-03-27,Mouse,Electronics,831.64,6,Delhi
120,2023-02-08,Phone,Office,2979.45,9,Mumbai
121,2023-02-14,Monitor,Office,4067.13,9,Delhi
122,2023-05-15,Headphones,Accessories,4872.1,8,Mumbai
123,2023-03-26,Printer,Accessories,416.1,10,Hyderabad
124,2023-09-04,Laptop,Accessories,1146.2,7,Pune
125,2023-12-29,Phone,Office,4143.51,9,Chennai
126,2023-05-22,Keyboard,Electronics,1217.96,9,Pune
127,2023-03-06,Mouse,Electronics,1737.02,1,Pune
128,2023-01-08,Tablet,Office,1235.43,7,Hyderabad
129,2023-11-29,Headphones,Accessories,1989.24,10,Hyderabad
130,2023-01-08,Monitor,Office,135.32,2,Mumbai
131,2023-11-25,Mouse,Office,3410.29,8,Hyderabad
132,2023-09-20,Keyboard,Electronics,4104.05,9,Delhi
133,2023-11-27,Laptop,Accessories,1951.97,9,Pune
134,2023-05-18,Tablet,Electronics,2369.26,1,Bangalore
135,2023-01-05,Laptop,Electronics,2006.15,7,Pune
136,2023-04-18,Tablet,Office,2515.96,10,Mumbai
137,2023-04-28,Tablet,Electronics,776.64,4,Chennai
138,2023-09-06,Monitor,Office,1605.82,5,Delhi
139,2023-03-12,Monitor,Office,2390.47,7,Delhi
140,2023-11-02,Tablet,Accessories,3882.22,2,Bangalore
141,2023-06-30,Laptop,Office,4411.24,6,Hyderabad
142,2023-06-08,Tablet,Office,2497.1,10,Delhi
143,2023-10-14,Printer,Accessories,4783.72,4,Pune
144,2023-09-07,Monitor,Accessories,3887.61,2,Delhi
145,2023-05-02,Headphones,Electronics,1482.35,3,Delhi
146,2023-08-23,Laptop,Accessories,1951.65,3,Delhi
147,2023-11-01,Keyboard,Office,2566.26,9,Pune
148,2023-07-21,Laptop,Accessories,2934.65,7,Mumbai
149,2023-01-20,Monitor,Accessories,1716.28,4,Chennai
150,2023-01-22,Phone,Electronics,2938.29,5,Hyderabad
151,2023-10-14,Printer,Accessories,731.41,10,Mumbai
152,2023-12-24,Headphones,Office,3446.85,3,Hyderabad
153,2023-03-19,Phone,Accessories,2831.01,10,Mumbai
154,2023-01-25,Keyboard,Office,1633.28,1,Delhi
155,2023-11-03,Monitor,Accessories,608.85,8,Pune
156,2023-01-07,Headphones,Office,4843.15,9,Hyderabad
157,2023-11-24,Keyboard,Accessories,2887.39,2,Hyderabad
158,2023-06-15,Monitor,Office,2340.27,8,Hyderabad
159,2023-04-11,Monitor,Electronics,2336.38,8,Mumbai
160,2023-03-24,Monitor,Electronics,1539.44,2,Bangalore
161,2023-09-19,Phone,Office,3758.67,3,Hyderabad
162,2023-03-30,Printer,Electronics,886.32,3,Hyderabad
163,2023-09-09,Laptop,Accessories,1653.05,5,Pune
164,2023-02-12,Phone,Electronics,3026.45,4,Pune
165,2023-04-23,Printer,Electronics,2583.85,8,Delhi
166,2023-05-26,Monitor,Office,3019.72,2,Bangalore
167,2023-07-16,Printer,Electronics,1455.57,9,Chennai
168,2023-05-01,Tablet,Accessories,583.59,6,Delhi
169,2023-12-27,Monitor,Electronics,4215.15,6,Pune
170,2023-12-16,Laptop,Electronics,1032.53,5,Mumbai
171,2023-07-01,Headphones,Electronics,266.77,6,Mumbai
172,2023-07-25,Monitor,Office,244.73,9,Pune
173,2023-10-18,Phone,Accessories,3877.26,9,Hyderabad
174,2023-04-08,Laptop,Electronics,3704.81,6,Chennai
175,2023-11-15,Headphones,Accessories,1070.75,5,Mumbai
176,2023-05-29,Laptop,Accessories,4369.33,9,Delhi
177,2023-01-27,Mouse,Electronics,1671.73,4,Mumbai
178,2023-01-30,Mouse,Electronics,1556.93,1,Hyderabad
179,2023-08-02,Mouse,Accessories,223.01,7,Chennai
180,2023-02-27,Headphones,Accessories,3447.11,6,Pune
181,2023-10-23,Headphones,Electronics,2816.62,2,Pune
182,2023-11-09,Headphones,Office,2058.09,2,Bangalore
183,2023-01-31,Laptop,Accessories,4514.71,4,Delhi
184,2023-09-28,Mouse,Electronics,4152.57,6,Bangalore
185,2023-04-03,Monitor,Electronics,3037.41,8,Pune
186,2023-10-18,Mouse,Electronics,3967.51,4,Delhi
187,2023-03-21,Printer,Accessories,2493.36,10,Hyderabad
188,2023-08-04,Headphones,Accessories,4214.86,3,Pune
189,2023-08-21,Monitor,Office,4755.05,7,Delhi
190,2023-08-01,Printer,Accessories,426.78,7,Chennai
191,2023-12-31,Tablet,Office,1020.35,4,Pune
192,2023-09-27,Tablet,Office,4046.09,10,Delhi
193,2023-09-16,Monitor,Electronics,4613.64,6,Mumbai
194,2023-06-11,Tablet,Office,4093.96,9,Hyderabad
195,2023-03-29,Headphones,Office,3333.6,7,Hyderabad
196,2023-07-10,Headphones,Accessories,4370.34,5,Bangalore
197,2023-12-25,Tablet,Office,2423.71,5,Mumbai
198,2023-01-24,Phone,Office,105.5,6,Pune
199,2023-05-08,Phone,Accessories,4883.14,9,Chennai
200,2023-01-27,Headphones,Electronics,2630.01,8,Chennai
201,2023-04-15,Mouse,Office,1137.77,3,Hyderabad
202,2023-07-09,Mouse,Office,3807.94,9,Bangalore
203,2023-03-17,Monitor,Office,2525.62,9,Mumbai
204,2023-09-30,Monitor,Office,478.41,3,Hyderabad
205,2023-07-24,Tablet,Office,4451.16,5,Mumbai
206,2023-09-01,Tablet,Accessories,2247.58,3,Mumbai
207,2023-07-05,Monitor,Accessories,4271.9,3,Chennai
208,2023-07-04,Tablet,Electronics,1494.39,1,Chennai
209,2023-10-20,Tablet,Office,4290.72,6,Pune
210,2023-10-22,Laptop,Electronics,4348.97,8,Delhi
211,2023-06-08,Monitor,Electronics,1407.6,3,Pune
212,2023-03-30,Phone,Accessories,4895.9,5,Chennai
213,2023-09-12,Monitor,Electronics,1944.3,1,Bangalore
214,2023-10-21,Mouse,Electronics,3736.52,8,Delhi
215,2023-11-06,Laptop,Accessories,4014.64,6,Hyderabad
216,2023-11-30,Laptop,Accessories,3055.1,8,Chennai
217,2023-02-15,Laptop,Office,1884.24,8,Chennai
218,2023-08-24,Laptop,Accessories,708.42,2,Chennai
219,2023-04-19,Headphones,Accessories,2038.36,1,Bangalore
220,2023-06-29,Printer,Accessories,3681.5,10,Pune
221,2023-03-21,Tablet,Electronics,802.25,5,Hyderabad
222,2023-09-12,Phone,Office,3721.94,4,Bangalore
223,2023-08-08,Monitor,Office,1557.47,3,Delhi
224,2023-07-01,Mouse,Electronics,2228.24,8,Hyderabad
225,2023-07-21,Laptop,Office,1534.78,10,Bangalore
226,2023-03-07,Tablet,Office,4203.39,6,Pune
227,2023-08-24,Tablet,Accessories,3194.84,9,Chennai
228,2023-08-07,Monitor,Office,1982.38,8,Chennai
229,2023-06-17,Tablet,Accessories,2670.69,7,Hyderabad
230,2023-10-09,Laptop,Accessories,1468.64,2,Pune
231,2023-12-19,Tablet,Office,3559.9,10,Chennai
232,2023-08-10,Laptop,Electronics,1967.74,6,Chennai
233,2023-04-21,Laptop,Office,4895.89,8,Pune
234,2023-01-15,Mouse,Electronics,2379.0,5,Mumbai
235,2023-01-27,Phone,Accessories,2611.93,3,Pune
236,2023-02-06,Laptop,Electronics,379.96,7,Chennai
237,2023-11-16,Laptop,Office,4989.37,3,Mumbai
238,2023-04-01,Keyboard,Accessories,2199.55,3,Bangalore
239,2023-08-20,Printer,Office,4072.82,8,Delhi
240,2023-09-06,Printer,Electronics,2859.33,2,Mumbai
241,2023-09-21,Mouse,Electronics,2246.13,6,Delhi
242,2023-01-17,Headphones,Accessories,2450.34,1,Hyderabad
243,2023-03-24,Mouse,Accessories,1417.42,1,Hyderabad
244,2023-11-12,Tablet,Office,1993.48,3,Delhi
245,2023-09-19,Tablet,Accessories,350.45,9,Bangalore
246,2023-08-19,Monitor,Accessories,2315.9,8,Delhi
247,2023-03-14,Mouse,Accessories,457.21,4,Hyderabad
248,2023-11-11,Tablet,Office,4592.76,4,Pune
249,2023-10-17,Phone,Office,2327.45,7,Hyderabad
250,2023-06-28,Printer,Accessories,2484.89,8,Bangalore
251,2023-05-08,Laptop,Accessories,1498.52,3,Bangalore
252,2023-09-21,Monitor,Accessories,1557.89,8,Mumbai
253,2023-08-18,Tablet,Office,3957.67,9,Chennai
254,2023-10-21,Laptop,Office,604.98,4,Chennai
255,2023-06-26,Phone,Accessories,967.01,9,Pune
256,2023-06-21,Printer,Electronics,2993.95,2,Chennai
257,2023-07-21,Laptop,Office,2880.91,3,Hyderabad
258,2023-11-25,Mouse,Accessories,4276.73,8,Pune
259,2023-07-17,Laptop,Electronics,996.75,7,Pune
260,2023-09-01,Monitor,Electronics,1510.78,1,Chennai
261,2023-10-24,Headphones,Accessories,2266.9,2,Delhi
262,2023-05-18,Mouse,Office,4866.62,6,Delhi
263,2023-12-07,Mouse,Accessories,511.88,3,Delhi
264,2023-10-30,Laptop,Electronics,646.72,9,Mumbai
265,2023-07-20,Phone,Electronics,1841.28,4,Hyderabad
266,2023-04-02,Laptop,Accessories,4081.95,9,Pune
267,2023-12-11,Headphones,Electronics,386.42,1,Hyderabad
268,2023-01-08,Headphones,Office,4314.69,5,Hyderabad
269,2023-09-17,Laptop,Electronics,3123.8,7,Pune
270,2023-07-15,Laptop,Electronics,2990.81,7,Chennai
271,2023-11-24,Mouse,Electronics,4629.63,10,Mumbai
272,2023-08-19,Printer,Electronics,4297.52,8,Chennai
273,2023-01-03,Tablet,Electronics,1741.73,4,Mumbai
274,2023-05-25,Phone,Electronics,1358.49,7,Bangalore
275,2023-01-11,Laptop,Accessories,1623.51,3,Bangalore
276,2023-10-24,Laptop,Electronics,2112.51,8,Mumbai
277,2023-02-22,Mouse,Office,3934.97,9,Hyderabad
278,2023-10-25,Headphones,Electronics,4055.22,7,Delhi
279,2023-05-21,Tablet,Accessories,1902.26,1,Bangalore
280,2023-07-04,Mouse,Accessories,2150.44,5,Pune
281,2023-10-01,Phone,Electronics,726.29,2,Pune
282,2023-02-11,Phone,Accessories,1172.09,6,Mumbai
283,2023-01-25,Mouse,Accessories,4034.11,2,Bangalore
284,2023-10-25,Tablet,Electronics,1483.54,7,Bangalore
285,2023-02-01,Keyboard,Office,1171.24,9,Mumbai
286,2023-01-29,Phone,Electronics,4675.49,6,Pune
287,2023-06-25,Tablet,Accessories,1905.9,4,Pune
288,2023-04-21,Laptop,Office,1858.41,1,Delhi
289,2023-06-06,Mouse,Office,1488.66,5,Hyderabad
290,2023-08-21,Monitor,Accessories,441.45,2,Hyderabad
291,2023-11-14,Monitor,Electronics,4322.44,3,Pune
292,2023-09-04,Phone,Accessories,2885.09,10,Delhi
293,2023-01-11,Monitor,Office,223.07,5,Chennai
294,2023-03-01,Mouse,Accessories,372.35,4,Delhi
295,2023-03-20,Phone,Electronics,4670.12,9,Delhi
296,2023-03-27,Phone,Office,1398.0,3,Mumbai
297,2023-01-19,Phone,Electronics,1504.22,10,Hyderabad
298,2023-04-27,Phone,Office,2248.71,5,Hyderabad
299,2023-12-30,Laptop,Accessories,4515.69,3,Hyderabad
300,2023-03-19,Tablet,Electronics,2107.76,2,Mumbai
301,2023-04-06,Mouse,Accessories,462.73,9,Chennai
302,2023-02-14,Phone,Electronics,4338.13,6,Bangalore
303,2023-08-16,Laptop,Accessories,431.04,8,Hyderabad
304,2024-01-01,Keyboard,Office,1978.14,5,Delhi
305,2023-08-20,Mouse,Accessories,4708.63,6,Mumbai
306,2023-07-12,Mouse,Electronics,3747.71,8,Bangalore
307,2023-06-18,Headphones,Accessories,2551.94,10,Bangalore
308,2023-05-15,Monitor,Electronics,1535.28,8,Delhi
309,2023-09-25,Mouse,Office,407.55,2,Hyderabad
310,2023-08-11,Mouse,Accessories,4982.85,6,Hyderabad
311,2023-11-08,Tablet,Accessories,3351.33,10,Chennai
312,2023-03-09,Laptop,Accessories,292.61,4,Chennai
313,2023-07-25,Headphones,Accessories,2440.65,10,Delhi
314,2023-09-04,Tablet,Accessories,4112.54,9,Delhi
315,2023-04-05,Keyboard,Accessories,1357.76,10,Mumbai
316,2023-05-10,Monitor,Office,4800.07,8,Mumbai
317,2023-09-23,Tablet,Electronics,4676.91,2,Chennai
318,2023-05-16,Monitor,Office,1786.97,8,Delhi
319,2023-05-31,Headphones,Office,4519.07,10,Delhi
320,2023-03-07,Printer,Accessories,3566.0,1,Bangalore
321,2023-10-10,Printer,Electronics,2916.77,7,Bangalore
322,2023-07-11,Phone,Electronics,4088.88,5,Bangalore
323,2023-03-02,Tablet,Office,2515.14,9,Mumbai
324,2023-03-04,Keyboard,Office,3850.64,4,Hyderabad
325,2023-02-19,Keyboard,Electronics,2554.6,10,Hyderabad
326,2023-05-02,Printer,Office,505.76,9,Mumbai
327,2023-11-23,Printer,Office,541.06,9,Mumbai
328,2023-07-21,Mouse,Electronics,3251.5,5,Chennai
329,2023-01-10,Headphones,Electronics,3246.16,4,Chennai
330,2023-06-05,Keyboard,Accessories,2217.02,6,Bangalore
331,2023-06-27,Laptop,Office,2451.21,9,Bangalore
332,2023-10-24,Keyboard,Office,1962.71,7,Bangalore
333,2023-11-12,Laptop,Electronics,885.08,5,Mumbai
334,2023-11-02,Phone,Accessories,1547.55,10,Chennai
335,2023-03-10,Headphones,Electronics,3911.51,5,Hyderabad
336,2023-07-15,Headphones,Office,991.27,5,Delhi
337,2023-07-08,Monitor,Accessories,603.09,9,Chennai
338,2023-10-19,Tablet,Accessories,3901.1,6,Chennai
339,2023-05-20,Laptop,Accessories,4043.6,8,Chennai
340,2023-01-21,Keyboard,Electronics,2477.11,10,Bangalore
341,2023-07-10,Keyboard,Accessories,504.41,3,Delhi
342,2023-01-30,Laptop,Electronics,4649.5,2,Bangalore
343,2023-10-24,Printer,Accessories,1808.16,3,Chennai
344,2023-12-29,Mouse,Office,704.45,9,Bangalore
345,2023-08-22,Headphones,Accessories,1107.45,2,Mumbai
346,2023-11-14,Phone,Office,4778.81,8,Hyderabad
347,2023-10-17,Printer,Electronics,4216.68,2,Hyderabad
348,2023-12-30,Mouse,Accessories,922.21,8,Mumbai
349,2023-04-28,Monitor,Office,4751.28,4,Delhi
350,2023-08-29,Printer,Electronics,3364.23,4,Mumbai
351,2023-02-26,Headphones,Electronics,890.85,2,Pune
352,2023-11-02,Phone,Office,2091.94,2,Delhi
353,2023-01-10,Laptop,Electronics,1166.96,10,Delhi
354,2023-07-31,Mouse,Office,2928.9,6,Mumbai
355,2023-10-07,Laptop,Electronics,4157.72,6,Delhi
356,2023-11-08,Mouse,Accessories,2938.72,8,Chennai
357,2023-02-05,Headphones,Office,4140.32,4,Hyderabad
358,2023-12-07,Printer,Accessories,351.91,1,Chennai
359,2023-09-19,Mouse,Electronics,1698.82,5,Chennai
360,2023-03-13,Mouse,Office,4002.57,5,Pune
361,2023-06-22,Mouse,Accessories,3483.14,5,Delhi
362,2023-10-27,Tablet,Office,1323.33,8,Chennai
363,2023-08-18,Monitor,Accessories,1964.69,7,Mumbai
364,2023-02-25,Mouse,Electronics,3675.43,1,Hyderabad
365,2023-08-25,Mouse,Electronics,4689.62,9,Pune
366,2023-09-25,Headphones,Accessories,4173.79,6,Mumbai
367,2023-12-31,Tablet,Accessories,850.35,9,Bangalore
368,2023-07-01,Laptop,Accessories,2975.85,4,Mumbai
369,2023-09-24,Printer,Accessories,4322.83,7,Hyderabad
370,2023-01-18,Phone,Electronics,1816.21,1,Delhi
371,2023-08-06,Laptop,Accessories,868.57,1,Chennai
372,2024-01-01,Monitor,Accessories,2152.14,7,Bangalore
373,2023-01-20,Tablet,Electronics,1753.83,7,Mumbai
374,2023-12-11,Tablet,Office,2325.08,10,Pune
375,2023-03-27,Mouse,Accessories,2826.02,8,Mumbai
376,2023-10-01,Mouse,Accessories,1528.42,10,Bangalore
377,2023-05-14,Headphones,Office,1694.65,1,Mumbai
378,2023-04-08,Tablet,Office,1676.37,2,Hyderabad
379,2024-01-01,Printer,Electronics,4278.71,6,Pune
380,2023-10-07,Monitor,Accessories,1426.81,8,Delhi
381,2023-04-29,Tablet,Accessories,4172.44,6,Pune
382,2023-01-27,Headphones,Electronics,3270.56,1,Delhi
383,2023-09-25,Laptop,Office,328.64,1,Pune
384,2023-02-04,Phone,Electronics,3193.32,6,Hyderabad
385,2023-04-22,Mouse,Accessories,484.4,3,Delhi
386,2023-03-03,Phone,Accessories,4340.12,10,Chennai
387,2023-06-07,Printer,Office,3053.53,10,Mumbai
388,2023-08-18,Printer,Accessories,2381.46,4,Chennai
389,2023-01-20,Phone,Accessories,3476.77,8,Chennai
390,2023-06-21,Printer,Electronics,1591.84,8,Mumbai
391,2023-11-16,Keyboard,Office,3419.08,6,Chennai
392,2023-12-05,Laptop,Accessories,717.73,10,Hyderabad
393,2023-01-24,Mouse,Electronics,148.15,1,Pune
394,2023-02-24,Headphones,Electronics,3471.08,7,Pune
395,2023-09-30,Keyboard,Office,4838.87,5,Delhi
396,2023-07-27,Tablet,Accessories,735.08,4,Hyderabad
397,2023-02-13,Headphones,Office,4105.93,2,Hyderabad
398,2023-01-29,Printer,Accessories,2912.37,10,Delhi
399,2023-12-28,Phone,Office,3637.38,6,Pune
400,2023-03-01,Keyboard,Electronics,454.1,10,Hyderabad
401,2023-09-01,Mouse,Electronics,3546.71,4,Mumbai
402,2023-07-30,Phone,Electronics,1108.04,9,Pune
403,2023-04-25,Printer,Electronics,4769.4,8,Pune
404,2023-12-28,Headphones,Electronics,1371.56,6,Chennai
405,2024-01-01,Printer,Accessories,2939.68,6,Bangalore
406,2023-07-11,Printer,Office,860.31,8,Bangalore
407,2023-01-22,Headphones,Electronics,4867.36,9,Pune
408,2023-07-27,Keyboard,Accessories,3388.59,2,Pune
409,2023-12-29,Mouse,Office,651.15,6,Hyderabad
410,2023-10-04,Mouse,Electronics,1993.37,5,Delhi
411,2023-10-07,Monitor,Office,554.51,9,Hyderabad
412,2023-03-18,Tablet,Electronics,829.85,1,Chennai
413,2023-12-27,Monitor,Office,3384.88,10,Pune
414,2023-06-02,Tablet,Electronics,1650.8,10,Pune
415,2023-03-12,Headphones,Accessories,1252.39,5,Bangalore
416,2023-07-31,Monitor,Office,3146.02,2,Chennai
417,2023-12-23,Mouse,Office,1246.52,5,Delhi
418,2023-08-03,Monitor,Accessories,4375.34,3,Bangalore
419,2023-08-23,Mouse,Accessories,2449.81,5,Hyderabad
420,2023-02-23,Mouse,Electronics,3745.79,7,Pune
421,2023-06-11,Keyboard,Accessories,3558.71,4,Hyderabad
422,2023-05-07,Keyboard,Electronics,1620.44,10,Chennai
423,2023-11-05,Monitor,Accessories,2550.51,9,Mumbai
424,2023-05-31,Phone,Accessories,4600.3,2,Chennai
425,2023-09-22,Laptop,Electronics,569.03,9,Hyderabad
426,2023-01-05,Mouse,Office,694.06,1,Delhi
427,2023-10-03,Phone,Office,2836.12,5,Hyderabad
428,2023-11-14,Keyboard,Accessories,4586.12,2,Hyderabad
429,2023-11-06,Phone,Office,1121.83,7,Bangalore
430,2023-10-07,Phone,Electronics,4696.03,8,Chennai
431,2023-07-20,Monitor,Office,4769.67,6,Hyderabad
432,2023-07-22,Tablet,Office,2190.14,7,Delhi
433,2023-03-17,Phone,Office,4718.27,6,Hyderabad
434,2023-04-27,Tablet,Electronics,412.65,2,Hyderabad
435,2023-10-23,Phone,Electronics,4095.15,2,Hyderabad
436,2023-07-10,Tablet,Office,591.23,10,Pune
437,2023-09-06,Mouse,Electronics,3835.13,7,Hyderabad
438,2023-03-21,Mouse,Office,3693.04,4,Hyderabad
439,2023-02-15,Laptop,Office,1686.0,9,Hyderabad
440,2023-12-05,Mouse,Electronics,4431.61,10,Mumbai
441,2023-09-25,Monitor,Electronics,3626.33,1,Pune
442,2023-03-23,Phone,Office,2840.74,8,Hyderabad
443,2023-06-22,Monitor,Electronics,3502.28,2,Bangalore
444,2023-12-23,Mouse,Office,2736.03,8,Bangalore
445,2023-07-27,Keyboard,Electronics,1897.44,9,Chennai
446,2023-09-25,Monitor,Office,164.0,10,Chennai
447,2023-04-06,Phone,Accessories,3692.53,9,Hyderabad
448,2023-08-26,Tablet,Accessories,2066.54,3,Pune
449,2023-06-18,Laptop,Accessories,4136.59,4,Delhi
450,2023-09-24,Mouse,Electronics,3657.14,2,Pune
451,2023-01-17,Phone,Office,3806.35,5,Pune
452,2023-01-31,Headphones,Electronics,1997.77,1,Mumbai
453,2023-12-18,Phone,Accessories,3852.37,4,Chennai
454,2023-03-05,Phone,Accessories,2864.65,8,Delhi
455,2023-08-24,Mouse,Electronics,789.71,10,Pune
456,2023-09-22,Tablet,Accessories,2913.26,9,Mumbai
