Date, Open, High, Low, Close
11/19/25, 46138.68, 46299.13, 45905.19, 46138.77
11/18/25, 46382.92, 46382.92, 45913.60, 46091.74
11/17/25, 47068.06, 47202.56, 46430.27, 46590.24
11/14/25, 47222.38, 47380.07, 46863.05, 47147.48
11/13/25, 48173.92, 48233.25, 47411.10, 47457.22
11/12/25, 48015.79, 48431.57, 48015.79, 48254.82
11/11/25, 47384.51, 47974.37, 47384.51, 47927.96
11/10/25, 47095.06, 47412.89, 46934.35, 47368.63
11/07/25, 46797.03, 46996.71, 46495.62, 46987.10
11/06/25, 47255.12, 47359.29, 46787.44, 46912.30
11/05/25, 47097.31, 47460.36, 47041.31, 47311.00
11/04/25, 47148.04, 47274.90, 46877.06, 47085.24
11/03/25, 47697.33, 47697.33, 47135.96, 47336.68
10/31/25, 47659.96, 47718.38, 47347.28, 47562.87
10/30/25, 47446.88, 48014.92, 47381.91, 47522.12
10/29/25, 47746.79, 48040.64, 47448.59, 47632.00
10/28/25, 47752.35, 47943.16, 47675.70, 47706.37
10/27/25, 47412.80, 47564.52, 47375.96, 47544.59
10/24/25, 46811.51, 47326.73, 46811.51, 47207.12
10/23/25, 46519.13, 46802.15, 46490.06, 46734.61
10/22/25, 46941.56, 46941.56, 46461.52, 46590.41
10/21/25, 46707.08, 47125.66, 46688.25, 46924.74
10/20/25, 46312.88, 46759.27, 46312.88, 46706.58
10/17/25, 45862.37, 46327.07, 45862.37, 46190.61
10/16/25, 46289.09, 46422.34, 45781.18, 45952.24
10/15/25, 46375.17, 46693.34, 46027.23, 46253.31
10/14/25, 45871.89, 46522.67, 45452.03, 46270.46
10/13/25, 45698.46, 46153.49, 45698.46, 46067.58
10/10/25, 46394.88, 46641.74, 45470.72, 45479.60
10/09/25, 46622.31, 46684.41, 46271.40, 46358.42
10/08/25, 46649.32, 46816.28, 46498.39, 46601.78
10/07/25, 46700.90, 46868.49, 46448.02, 46602.98
10/06/25, 46776.04, 46846.45, 46426.96, 46694.97
10/03/25, 46583.95, 47049.64, 46566.87, 46758.28
10/02/25, 46461.11, 46589.31, 46283.57, 46519.72
10/01/25, 46366.78, 46528.78, 46276.39, 46441.10
09/30/25, 46282.63, 46425.30, 46103.39, 46397.89
09/29/25, 46306.34, 46387.06, 46149.05, 46316.07
09/26/25, 46101.45, 46353.03, 46051.92, 46247.29
09/25/25, 46097.43, 46122.42, 45785.17, 45947.32
09/24/25, 46368.94, 46453.07, 46096.39, 46121.28
09/23/25, 46364.11, 46714.27, 46217.58, 46292.78
09/22/25, 46206.69, 46447.13, 46035.83, 46381.54
09/19/25, 46211.16, 46396.47, 46105.02, 46315.27
09/18/25, 46056.55, 46317.52, 45954.73, 46142.42
09/17/25, 45778.40, 46261.95, 45687.59, 46018.32
09/16/25, 45919.54, 45967.11, 45667.42, 45757.90
09/15/25, 45848.39, 45978.43, 45771.88, 45883.45
09/12/25, 46077.14, 46077.14, 45813.93, 45834.22
09/11/25, 45577.09, 46137.20, 45577.09, 46108.00
09/10/25, 45731.50, 45731.50, 45380.06, 45490.92
09/09/25, 45547.62, 45764.20, 45433.51, 45711.34
09/08/25, 45430.61, 45542.56, 45277.73, 45514.95
09/05/25, 45656.49, 45770.20, 45211.78, 45400.86
09/04/25, 45204.87, 45632.39, 45160.74, 45621.29
09/03/25, 45309.43, 45309.43, 44980.36, 45271.23
09/02/25, 45287.73, 45295.81, 44948.16, 45295.81
08/29/25, 45590.96, 45616.16, 45377.21, 45544.88
08/28/25, 45581.03, 45682.83, 45442.68, 45636.90
08/27/25, 45417.46, 45621.08, 45372.78, 45565.23
08/26/25, 45236.83, 45437.62, 45192.29, 45418.07
08/25/25, 45605.25, 45605.25, 45273.09, 45282.47
08/22/25, 44952.88, 45757.84, 44952.88, 45631.74
08/21/25, 44808.21, 44892.61, 44579.03, 44785.50
08/20/25, 44922.70, 45033.75, 44767.97, 44938.31
08/19/25, 44952.36, 45207.39, 44816.50, 44922.27
08/18/25, 44963.17, 44998.83, 44868.32, 44911.82
08/15/25, 45159.91, 45203.52, 44897.98, 44946.12
08/14/25, 44890.84, 44948.70, 44690.50, 44911.26
08/13/25, 44571.53, 44949.12, 44571.53, 44922.27
08/12/25, 44050.53, 44497.59, 44050.53, 44458.61
08/11/25, 44184.36, 44273.03, 43911.31, 43975.09
08/08/25, 44044.95, 44272.75, 44028.94, 44175.61
08/07/25, 44430.09, 44498.43, 43799.20, 43968.64
08/06/25, 44196.61, 44290.09, 44017.71, 44193.12
08/05/25, 44200.07, 44308.50, 43923.81, 44111.74
08/04/25, 43724.02, 44188.36, 43724.02, 44173.64
08/01/25, 43781.77, 43781.77, 43340.68, 43588.58
07/31/25, 44665.82, 44665.82, 44049.01, 44130.98
07/30/25, 44677.90, 44739.53, 44261.71, 44461.28
07/29/25, 44833.74, 44883.66, 44568.83, 44632.99
07/28/25, 44946.98, 44946.98, 44739.96, 44837.56
07/25/25, 44757.28, 44944.46, 44650.59, 44901.92
07/24/25, 44776.41, 44912.27, 44674.57, 44693.91
07/23/25, 44661.12, 45016.71, 44638.44, 45010.29
07/22/25, 44338.62, 44542.53, 44272.60, 44502.44
07/21/25, 44368.40, 44601.85, 44311.42, 44323.07
07/18/25, 44571.68, 44571.68, 44224.59, 44342.19
07/17/25, 44229.88, 44558.05, 44200.04, 44484.49
07/16/25, 44152.74, 44260.19, 43758.98, 44254.78
07/15/25, 44459.84, 44504.27, 44002.39, 44023.29
07/14/25, 44346.15, 44472.13, 44237.28, 44459.65
07/11/25, 44480.77, 44480.77, 44275.25, 44371.51
07/10/25, 44427.75, 44775.47, 44372.92, 44650.64
07/09/25, 44327.13, 44556.68, 44225.88, 44458.30
07/08/25, 44378.58, 44436.96, 44201.37, 44240.76
07/07/25, 44803.36, 44803.36, 44160.32, 44406.36
07/03/25, 44565.75, 44885.83, 44550.42, 44828.53
07/02/25, 44455.66, 44557.82, 44354.01, 44484.42
07/01/25, 44061.49, 44604.15, 44013.54, 44494.94
06/30/25, 44020.66, 44138.69, 43889.16, 44094.77
06/27/25, 43505.60, 43966.37, 43505.60, 43819.27
06/26/25, 43084.07, 43430.99, 43084.07, 43386.84
06/25/25, 43130.33, 43130.33, 42871.50, 42982.43
06/24/25, 42807.13, 43183.48, 42794.08, 43089.02
06/23/25, 42178.55, 42609.47, 41981.14, 42581.78
06/20/25, 42291.09, 42432.19, 42089.99, 42206.82
06/18/25, 42236.03, 42510.07, 42118.23, 42171.66
06/17/25, 42358.62, 42530.83, 42132.65, 42215.80
06/16/25, 42300.13, 42707.73, 42300.13, 42515.09
06/13/25, 42579.48, 42602.48, 42081.09, 42197.79
06/12/25, 42737.36, 42970.40, 42606.42, 42967.62
06/11/25, 42882.86, 43115.69, 42738.62, 42865.77
06/10/25, 42738.27, 42925.94, 42710.09, 42866.87
06/09/25, 42786.19, 42893.09, 42567.55, 42761.76
06/06/25, 42631.82, 42924.56, 42582.55, 42762.87
06/05/25, 42487.89, 42601.45, 42211.69, 42319.74
06/04/25, 42574.13, 42645.00, 42427.74, 42427.74
06/03/25, 42304.50, 42568.38, 42186.44, 42519.64
06/02/25, 42199.94, 42317.00, 41853.62, 42305.48
05/30/25, 42192.35, 42376.08, 41906.16, 42270.07
05/29/25, 42190.02, 42266.00, 41828.35, 42215.73
05/28/25, 42361.63, 42448.72, 42042.26, 42098.70
05/27/25, 41849.04, 42350.66, 41849.04, 42343.65
05/23/25, 41525.70, 41788.61, 41354.09, 41603.07
05/22/25, 41763.68, 42090.42, 41714.43, 41859.09
05/21/25, 42354.46, 42439.27, 41785.22, 41860.44
05/20/25, 42735.11, 42800.04, 42485.37, 42677.24
05/19/25, 42542.81, 42842.04, 42337.71, 42792.07
05/16/25, 42356.20, 42663.68, 42232.56, 42654.74
05/15/25, 41777.98, 42351.42, 41777.98, 42322.75
05/14/25, 42150.09, 42254.75, 41952.86, 42051.06
05/13/25, 42507.33, 42507.33, 42132.04, 42140.43
05/12/25, 41899.05, 42418.05, 41899.05, 42410.10
05/09/25, 41405.48, 41512.43, 41150.73, 41249.38
05/08/25, 41312.57, 41773.22, 41167.76, 41368.45
05/07/25, 40956.08, 41266.91, 40829.29, 41113.97
05/06/25, 41000.19, 41164.33, 40759.41, 40829.00
05/05/25, 41173.38, 41445.91, 41063.44, 41218.83
05/02/25, 40960.42, 41386.19, 40960.42, 41317.43
05/01/25, 40918.04, 41099.52, 40705.63, 40752.96
04/30/25, 40290.41, 40777.16, 39745.63, 40669.36
04/29/25, 40233.98, 40630.49, 40222.18, 40527.62
04/28/25, 40171.74, 40414.18, 39869.10, 40227.59
04/25/25, 40045.73, 40137.31, 39718.68, 40113.50
04/24/25, 39531.05, 40157.91, 39371.87, 40093.40
04/23/25, 39815.01, 40376.11, 39487.14, 39606.57
04/22/25, 38516.23, 39272.03, 38516.23, 39186.98
04/21/25, 38906.04, 38906.04, 37830.66, 38170.41
04/17/25, 39745.58, 39745.58, 38950.31, 39142.23
04/16/25, 40179.49, 40416.80, 39394.75, 39669.39
04/15/25, 40527.82, 40791.18, 40346.94, 40368.96
04/14/25, 40546.15, 40778.29, 40159.02, 40524.79
04/11/25, 39493.42, 40404.27, 39255.21, 40212.71
04/10/25, 39996.93, 39996.93, 38427.70, 39593.66
04/09/25, 37387.91, 40778.70, 37275.69, 40608.45
04/08/25, 38827.10, 39426.60, 37103.86, 37645.59
04/07/25, 37879.65, 39207.02, 36611.78, 37965.60
04/04/25, 40097.90, 40097.90, 38264.87, 38314.86
04/03/25, 40986.52, 41173.62, 40513.11, 40545.93
04/02/25, 41736.08, 42382.27, 41629.70, 42225.32
04/01/25, 41879.75, 42140.66, 41519.90, 41989.96
03/31/25, 41382.52, 42147.38, 41148.13, 42001.76
03/28/25, 42245.82, 42258.15, 41530.00, 41583.90
03/27/25, 42432.96, 42523.84, 42142.19, 42299.70
03/26/25, 42655.85, 42821.83, 42326.67, 42454.79
03/25/25, 42635.54, 42696.61, 42441.83, 42587.50
03/24/25, 42180.14, 42638.85, 42180.14, 42583.32
03/21/25, 41763.40, 42011.40, 41433.86, 41985.35
03/20/25, 41795.26, 42250.29, 41695.61, 41953.32
03/19/25, 41613.19, 42178.41, 41613.19, 41964.63
03/18/25, 41772.91, 41787.25, 41415.43, 41581.31
03/17/25, 41460.22, 42013.10, 41412.75, 41841.63
03/14/25, 41057.57, 41528.11, 40929.54, 41488.19
03/13/25, 41280.05, 41360.12, 40661.77, 40813.57
03/12/25, 41577.50, 41721.36, 41010.24, 41350.93
03/11/25, 41837.95, 41868.27, 41175.37, 41433.48
03/10/25, 42507.65, 42541.36, 41612.92, 41911.71
03/07/25, 42503.07, 42898.68, 42175.62, 42801.72
03/06/25, 42848.49, 42970.49, 42381.56, 42579.08
03/05/25, 42518.37, 43135.92, 42418.73, 43006.59
03/04/25, 43040.30, 43084.00, 42347.75, 42520.99
03/03/25, 43900.49, 44033.78, 42919.31, 43191.24
02/28/25, 43259.84, 43873.55, 43100.87, 43840.91
02/27/25, 43516.44, 43884.19, 43224.53, 43239.50
02/26/25, 43635.42, 43866.50, 43318.93, 43433.12
02/25/25, 43509.74, 43767.74, 43282.98, 43621.16
02/24/25, 43493.12, 43699.15, 43343.67, 43461.21
02/21/25, 43820.13, 43959.73, 43349.33, 43428.02
02/20/25, 44561.11, 44561.11, 43950.16, 44176.65
02/19/25, 44478.12, 44636.19, 44312.65, 44627.59
02/18/25, 44583.91, 44602.02, 44319.32, 44556.34
02/14/25, 44720.99, 44769.05, 44498.96, 44546.08
02/13/25, 44425.94, 44768.26, 44366.62, 44711.43
02/12/25, 44357.70, 44467.21, 44104.48, 44368.56
02/11/25, 44401.38, 44640.60, 44319.51, 44593.65
02/10/25, 44396.92, 44622.19, 44301.42, 44470.41
02/07/25, 44762.57, 44857.11, 44279.78, 44303.40
02/06/25, 44949.19, 44966.63, 44545.27, 44747.63
02/05/25, 44563.63, 44886.88, 44352.99, 44873.28
02/04/25, 44469.46, 44597.71, 44328.52, 44556.04
02/03/25, 44268.15, 44594.54, 43879.06, 44421.91
01/31/25, 45054.36, 45054.36, 44507.22, 44544.66
01/30/25, 44548.69, 45008.75, 44548.69, 44882.13
01/29/25, 44819.55, 44962.58, 44579.10, 44713.52
01/28/25, 44756.36, 44976.35, 44621.96, 44850.35
01/27/25, 44148.84, 44727.85, 44026.27, 44713.58
01/24/25, 44533.75, 44545.52, 44332.22, 44424.25
01/23/25, 44113.55, 44565.26, 44113.55, 44565.07
01/22/25, 44178.06, 44208.34, 44042.11, 44156.73
01/21/25, 43528.65, 44050.13, 43528.65, 44025.81
01/17/25, 43312.55, 43653.25, 43312.55, 43487.83
01/16/25, 43290.25, 43294.81, 43081.75, 43153.13
01/15/25, 42927.76, 43323.49, 42927.76, 43221.55
01/14/25, 42366.42, 42544.57, 42157.03, 42518.28
01/13/25, 41924.68, 42319.60, 41844.89, 42297.12
01/10/25, 42540.29, 42540.29, 41877.30, 41938.45
01/08/25, 42542.10, 42656.22, 42327.79, 42635.20
01/07/25, 42809.71, 42931.54, 42380.75, 42528.36
01/06/25, 42835.52, 43115.31, 42611.16, 42706.56
01/03/25, 42495.76, 42782.76, 42436.92, 42732.13
01/02/25, 42660.09, 42905.09, 42174.80, 42392.27
12/31/24, 42636.70, 42779.69, 42421.29, 42544.22
12/30/24, 42863.86, 42863.86, 42263.51, 42573.73
12/27/24, 43142.37, 43238.85, 42761.56, 42992.21
12/26/24, 43201.85, 43373.98, 43115.09, 43325.80
12/24/24, 42916.48, 43297.65, 42871.76, 43297.03
12/23/24, 42800.49, 42957.79, 42516.87, 42906.95
12/20/24, 42296.26, 43216.03, 42146.33, 42840.26
12/19/24, 42464.13, 42787.85, 42334.13, 42342.24
12/18/24, 43459.72, 43688.97, 42300.04, 42326.87
12/17/24, 43656.47, 43656.47, 43336.22, 43449.90
12/16/24, 43825.76, 43951.58, 43686.85, 43717.48
12/13/24, 43929.15, 44054.23, 43790.48, 43828.06
12/12/24, 44168.66, 44208.60, 43903.27, 43914.12
12/11/24, 44300.41, 44376.18, 44135.74, 44148.56
12/10/24, 44291.57, 44470.84, 44186.66, 44247.83
12/09/24, 44637.97, 44728.51, 44382.83, 44401.93
12/06/24, 44824.29, 44923.74, 44596.46, 44642.52
12/05/24, 45038.44, 45059.94, 44747.14, 44765.71
12/04/24, 44941.05, 45073.63, 44799.74, 45014.04
12/03/24, 44769.58, 44914.68, 44574.78, 44705.53
12/02/24, 44925.86, 45001.66, 44710.16, 44782.00
11/29/24, 44760.05, 45071.29, 44760.05, 44910.65
11/27/24, 44837.75, 45003.06, 44690.23, 44722.06
11/26/24, 44614.89, 44903.01, 44426.66, 44860.31
11/25/24, 44385.49, 44815.67, 44385.49, 44736.57
11/22/24, 43871.63, 44323.95, 43871.63, 44296.51
11/21/24, 43538.70, 44020.31, 43345.58, 43870.35
11/20/24, 43296.05, 43465.77, 43074.86, 43408.47
11/19/24, 43243.27, 43380.97, 42938.87, 43268.94
11/18/24, 43431.89, 43505.66, 43297.57, 43389.60
11/15/24, 43587.93, 43647.53, 43350.43, 43444.99
11/14/24, 44032.38, 44080.78, 43704.82, 43750.86
11/13/24, 43880.46, 44141.33, 43829.98, 43958.19
11/12/24, 44359.21, 44405.73, 43887.27, 43910.98
11/11/24, 44057.65, 44486.70, 44057.65, 44293.13
11/08/24, 43768.53, 44157.29, 43733.86, 43988.99
11/07/24, 43718.92, 43823.10, 43641.92, 43729.34
11/06/24, 42850.40, 43778.78, 42850.40, 43729.93
11/05/24, 41835.49, 42258.84, 41766.96, 42221.88
11/04/24, 42004.66, 42035.87, 41647.30, 41794.60
11/01/24, 41869.82, 42326.31, 41869.82, 42052.19
10/31/24, 41956.34, 41991.91, 41704.63, 41763.46
10/30/24, 42249.81, 42457.92, 42141.54, 42141.54
10/29/24, 42323.48, 42491.86, 42171.65, 42233.05
10/28/24, 42264.54, 42476.46, 42264.54, 42387.57
10/25/24, 42477.51, 42594.64, 42051.39, 42114.40
10/24/24, 42522.55, 42522.55, 42191.83, 42374.36
10/23/24, 42834.40, 42834.40, 42293.17, 42514.95
10/22/24, 42876.84, 43041.05, 42718.26, 42924.89
10/21/24, 43222.21, 43310.87, 42877.57, 42931.60
10/18/24, 43187.12, 43325.09, 43036.35, 43275.91
10/17/24, 43119.81, 43289.76, 43119.81, 43239.05
10/16/24, 42706.49, 43100.84, 42692.37, 43077.70
10/15/24, 43240.17, 43277.78, 42703.17, 42740.42
10/14/24, 42800.89, 43139.00, 42707.14, 43065.22
10/11/24, 42507.53, 42899.75, 42507.53, 42863.86
10/10/24, 42511.37, 42511.37, 42308.04, 42454.12
10/09/24, 42070.32, 42562.01, 41993.35, 42512.00
10/08/24, 42022.65, 42128.56, 41874.72, 42080.37
10/07/24, 42289.51, 42293.64, 41831.74, 41954.24
10/04/24, 42248.26, 42361.38, 41972.11, 42352.75
10/03/24, 42099.53, 42125.84, 41847.81, 42011.59
10/02/24, 42125.14, 42259.52, 41968.79, 42196.52
10/01/24, 42262.97, 42322.36, 41945.63, 42156.97
09/30/24, 42289.75, 42347.66, 41929.07, 42330.15
09/27/24, 42227.95, 42628.32, 42227.95, 42313.00
09/26/24, 42113.42, 42224.15, 42036.28, 42175.11
09/25/24, 42236.09, 42299.64, 41859.73, 41914.75
09/24/24, 42234.99, 42281.06, 42056.82, 42208.22
09/23/24, 42060.40, 42190.05, 42012.22, 42124.65
09/20/24, 41959.43, 42138.41, 41865.95, 42063.36
09/19/24, 41972.56, 42160.91, 41832.09, 42025.19
09/18/24, 41628.91, 41981.97, 41449.00, 41503.10
09/17/24, 41723.78, 41835.28, 41470.69, 41606.18
09/16/24, 41435.17, 41733.97, 41435.17, 41622.08
09/13/24, 41153.70, 41533.84, 41128.70, 41393.78
09/12/24, 40862.11, 41107.35, 40665.53, 41096.77
09/11/24, 40638.76, 40903.68, 39993.07, 40861.71
09/10/24, 40916.50, 40916.50, 40417.48, 40736.96
09/09/24, 40555.11, 41000.24, 40518.06, 40829.59
09/06/24, 40756.81, 41009.39, 40297.33, 40345.41
09/05/24, 41056.33, 41084.78, 40519.08, 40755.75
09/04/24, 40872.06, 41172.59, 40840.89, 40974.97
09/03/24, 41489.67, 41489.67, 40778.09, 40936.93
08/30/24, 41366.16, 41585.21, 41145.85, 41563.08
08/29/24, 41345.50, 41577.97, 41086.81, 41335.05
08/28/24, 41250.17, 41351.11, 40842.29, 41091.42
08/27/24, 41186.28, 41271.75, 41109.42, 41250.50
08/26/24, 41200.84, 41420.05, 41140.23, 41240.52
08/23/24, 40879.12, 41207.92, 40842.96, 41175.08
08/22/24, 40932.23, 41026.64, 40584.47, 40712.78
08/21/24, 40881.03, 40974.40, 40738.43, 40890.49
08/20/24, 40874.52, 40909.38, 40756.65, 40834.97
08/19/24, 40670.83, 40907.32, 40670.83, 40896.53
08/16/24, 40528.86, 40726.03, 40453.58, 40659.76
08/15/24, 40295.74, 40590.51, 40295.74, 40563.06
08/14/24, 39800.59, 40068.75, 39737.20, 40008.39
08/13/24, 39445.27, 39792.80, 39392.41, 39765.64
08/12/24, 39556.01, 39587.06, 39251.72, 39357.01
08/09/24, 39408.06, 39628.66, 39230.43, 39497.54
08/08/24, 38940.38, 39508.40, 38922.79, 39446.49
08/07/24, 39230.09, 39477.96, 38731.51, 38763.45
08/06/24, 38736.22, 39449.53, 38638.30, 38997.66
08/05/24, 39056.19, 39056.19, 38499.27, 38703.27
08/02/24, 40075.33, 40075.33, 39358.68, 39737.26
08/01/24, 40916.96, 41096.66, 40098.57, 40347.97
07/31/24, 40768.88, 41198.63, 40655.89, 40842.79
07/30/24, 40622.13, 40866.25, 40529.10, 40743.33
07/29/24, 40665.71, 40682.49, 40388.83, 40539.93
07/26/24, 40140.86, 40753.83, 40140.86, 40589.34
07/25/24, 39828.63, 40438.82, 39817.50, 39935.07
07/24/24, 40210.63, 40258.44, 39807.45, 39853.87
07/23/24, 40443.73, 40527.89, 40319.70, 40358.09
07/22/24, 40414.49, 40472.53, 40222.77, 40415.44
07/19/24, 40592.35, 40626.16, 40203.27, 40287.53
07/18/24, 41156.56, 41376.00, 40597.50, 40665.02
07/17/24, 40862.57, 41221.98, 40849.71, 41198.08
07/16/24, 40263.78, 40988.81, 40263.78, 40954.48
07/15/24, 40138.40, 40351.10, 40136.10, 40211.72
07/12/24, 39783.28, 40257.24, 39783.28, 40000.90
07/11/24, 39695.18, 39875.60, 39623.12, 39753.75
07/10/24, 39272.45, 39736.20, 39256.72, 39721.36
07/09/24, 39357.37, 39492.28, 39146.60, 39291.97
07/08/24, 39391.98, 39654.96, 39278.43, 39344.79
07/05/24, 39313.40, 39399.62, 39168.70, 39375.87
07/03/24, 39358.95, 39411.17, 39230.86, 39308.00
07/02/24, 39108.25, 39340.49, 39085.69, 39331.85
07/01/24, 39186.20, 39438.36, 39037.94, 39169.52
06/28/24, 39092.39, 39443.60, 38937.15, 39118.86
06/27/24, 39107.10, 39250.69, 39026.75, 39164.06
06/26/24, 39063.15, 39183.74, 38908.99, 39127.80
06/25/24, 39398.79, 39423.26, 38997.23, 39112.16
06/24/24, 39184.49, 39571.23, 39184.49, 39411.21
06/21/24, 39208.51, 39257.18, 39061.67, 39150.33
06/20/24, 38804.73, 39232.50, 38778.46, 39134.76
06/18/24, 38779.12, 38936.93, 38727.67, 38834.86
06/17/24, 38565.18, 38839.88, 38431.95, 38778.10
06/14/24, 38528.39, 38595.24, 38305.85, 38589.16
06/13/24, 38677.12, 38712.21, 38407.70, 38647.10
06/12/24, 38950.65, 39120.26, 38621.45, 38712.21
06/11/24, 38795.71, 38795.71, 38446.24, 38747.42
06/10/24, 38784.90, 38877.86, 38665.45, 38868.04
06/07/24, 38861.24, 39105.23, 38751.85, 38798.99
06/06/24, 38825.40, 39004.16, 38735.99, 38886.17
06/05/24, 38774.82, 38844.32, 38548.77, 38807.33
06/04/24, 38518.86, 38786.62, 38397.82, 38711.29
06/03/24, 38709.99, 38735.61, 38247.22, 38571.03
05/31/24, 38140.26, 38719.43, 38092.27, 38686.32
05/30/24, 38368.35, 38493.60, 38000.96, 38111.48
05/29/24, 38716.28, 38716.28, 38413.67, 38441.54
05/28/24, 39028.99, 39028.99, 38706.14, 38852.86
05/24/24, 39089.23, 39220.31, 39020.29, 39069.59
05/23/24, 39694.95, 39694.95, 39025.51, 39065.26
05/22/24, 39863.33, 39890.91, 39559.09, 39671.04
05/21/24, 39804.40, 39905.80, 39778.73, 39872.99
05/20/24, 39989.76, 40077.40, 39787.09, 39806.77
05/17/24, 39911.72, 40010.88, 39858.86, 40003.59
05/16/24, 39912.34, 40051.05, 39864.68, 39869.38
05/15/24, 39615.10, 39935.04, 39615.10, 39908.00
05/14/24, 39466.76, 39616.41, 39371.92, 39558.11
05/13/24, 39591.28, 39647.39, 39403.05, 39431.51
05/10/24, 39466.52, 39579.88, 39406.26, 39512.84
05/09/24, 39064.27, 39413.66, 38988.85, 39387.76
05/08/24, 38818.90, 39094.74, 38814.99, 39056.39
05/07/24, 38858.94, 38977.61, 38840.40, 38884.26
05/06/24, 38762.43, 38886.47, 38689.38, 38852.27
05/03/24, 38709.36, 38808.52, 38518.28, 38675.68
05/02/24, 38075.65, 38295.29, 37895.66, 38225.66
05/01/24, 37845.56, 38349.20, 37780.54, 37903.29
04/30/24, 38337.40, 38337.40, 37810.12, 37815.92
04/29/24, 38282.16, 38406.20, 38215.47, 38386.09
04/26/24, 38114.70, 38337.64, 38065.05, 38239.66
04/25/24, 38052.09, 38157.22, 37754.38, 38085.80
04/24/24, 38552.79, 38552.79, 38310.55, 38460.92
04/23/24, 38356.07, 38561.50, 38297.72, 38503.69
04/22/24, 38116.89, 38447.16, 37985.07, 38239.98
04/19/24, 37801.98, 38102.57, 37781.61, 37986.40
04/18/24, 37847.21, 38083.76, 37681.52, 37775.38
04/17/24, 37949.67, 38036.70, 37611.56, 37753.31
04/16/24, 37992.22, 37992.22, 37713.70, 37798.97
04/15/24, 38075.38, 38386.81, 37657.79, 37735.11
04/12/24, 38319.14, 38319.14, 37877.30, 37983.24
04/11/24, 38523.26, 38598.98, 38197.28, 38459.08
04/10/24, 38662.28, 38662.28, 38304.66, 38461.51
04/09/24, 38983.66, 38992.89, 38572.09, 38883.67
04/08/24, 38916.42, 39013.20, 38857.70, 38892.80
04/05/24, 38664.98, 39040.17, 38602.18, 38904.04
04/04/24, 39343.60, 39421.35, 38559.42, 38596.98
04/03/24, 39139.59, 39305.76, 39017.13, 39127.14
