,Open,High,Low,Close,Adj Close,Volume,Daily Returns,20_MA,50_MA
2020-06-26,1572.1461166512686,1611.3669478534528,1457.4213083637096,1481.8823304382481,1507.997075943171,5273445,-2.8165406821582306,1481.6435105029555,1483.2650862327648
2020-06-29,1401.3904261062382,1648.1010284001347,1467.368223604176,1510.409436170396,1555.9690790302288,4184790,1.925058767905763,1480.4831309457688,1483.8702227126716
2020-06-30,1502.149460515513,1532.5235353822852,1499.0878948368659,1487.2253058270633,1421.3961277653916,7681935,-1.534956667254117,1482.794553282964,1483.3761675039798
2020-07-01,1483.4822006297559,1524.4036171585567,1436.3319092459358,1458.8931519083835,1552.2055805004056,7689142,-1.9050344159470822,1482.8077335757728,1483.9330695584247
2020-07-02,1444.421562094146,1605.2825921483993,1375.5160605591127,1589.6906613924314,1508.253315735222,5990961,8.965530430583701,1483.3289084601834,1486.999170264292
2020-07-03,1423.9730734667367,1518.1607080506035,1406.755181159745,1552.7211588319522,1592.5984007717989,4646804,-2.32557839448444,1490.8349471666734,1486.6064509568773
2020-07-06,1467.5230342807256,1636.151465120713,1422.616459279727,1428.0226351532906,1468.3744332077372,1647296,-8.030966987818156,1491.3809936157934,1483.3824418114084
2020-07-07,1588.5819407825038,1621.6825503686023,1479.1834482663203,1573.6935951795826,1526.5243786267897,2549302,10.200885927179648,1497.9868108233122,1485.3630764498812
2020-07-08,1464.640586404151,1535.7988054750037,1464.1556609337824,1497.4862396499027,1586.4056211020036,4122951,-4.84257899778664,1502.595800767069,1486.229822550305
2020-07-09,1503.7581243486732,1600.1742135582995,1421.2193451795692,1578.9104453788182,1420.5019455981358,1800101,5.437392583183387,1509.726968685112,1487.2320332849254
2020-07-10,1540.6037917790356,1600.9085748169364,1547.303049758596,1559.971051189463,1587.4456974472903,5100612,-1.1995230156838455,1511.8951056348883,1488.7965176243222
2020-07-13,1472.7259204758589,1470.6247737671865,1471.1549638713775,1485.0427008938466,1537.5771444601626,6877845,-4.803188510356282,1511.9329951736556,1490.3958262195579
2020-07-14,1594.3564165441921,1630.5105813359132,1397.4453583471989,1404.4938616640234,1413.5674118210343,7014126,-5.424008291569049,1503.230971146087,1489.8610930633733
2020-07-15,1592.4894589884223,1551.0504744895713,1370.3564945240807,1453.7354718769893,1460.1927133893632,6238561,3.5060039461208614,1497.743309122552,1488.0719135855234
2020-07-16,1450.356459165073,1615.2914932215483,1380.5718278368663,1508.3268429321733,1541.6344177290564,7339776,3.7552479189833843,1499.7414777521822,1487.6027546765265
2020-07-17,1499.449701178477,1514.0099202061224,1399.1915456769016,1526.6956439652295,1413.4701202937542,9885366,1.217826303306202,1503.4820256161306,1490.028283585817
2020-07-20,1460.1756619633538,1629.10464569924,1382.1362746519112,1451.5775370866404,1516.4340920352547,9121757,-4.920306622706249,1502.26397838879,1490.1719456798182
2020-07-21,1456.9680988754935,1527.8403357468326,1387.313404810261,1427.8712148145648,1469.1766113905915,5642929,-1.6331419897592792,1497.7545897043701,1489.805070789757
2020-07-22,1407.3773894709066,1452.1675302960596,1407.0190337387694,1566.9860473598599,1524.1831035534954,9417233,9.742813714706177,1503.4232556641343,1490.4572207625595
2020-07-23,1521.9128667959794,1631.0763952838527,1384.674719058951,1596.8804361407103,1409.1484067625026,3833552,1.9077635586620678,1507.0257883926784,1494.3159873343561
2020-07-24,1500.5358046457723,1468.2573353572268,1529.353084925285,1505.1380364605373,1574.3073612304752,8376519,-5.745101361620608,1508.188573693793,1496.0023137356288
2020-07-27,1410.2957502499978,1513.862727518083,1366.0467491323284,1434.3358571696608,1594.6977938354794,6701934,-4.704032293102756,1504.3848947437561,1493.4893665375293
2020-07-28,1455.7292928473223,1640.012393410161,1454.902277914051,1454.4614653038739,1593.7755710571382,2276647,1.4031307962924622,1502.7467027175967,1493.8644171953895
2020-07-29,1581.6531771933307,1640.1214293875112,1432.0793653979324,1403.6781353094934,1549.930366348585,6416775,-3.4915555486216054,1499.9859518876522,1491.3269954701714
2020-07-30,1447.9123781333944,1564.6875776246573,1546.4757233817213,1582.8597613120999,1426.0172480261265,9704813,12.765150464005703,1499.6444068836356,1494.0314595722268
2020-07-31,1428.9789744182447,1576.36744243396,1372.4077804336105,1423.5502165780283,1551.6526391858044,4045315,-10.064665779488458,1493.1858597709393,1494.1046983327499
2020-08-03,1497.8905520555127,1539.689104395664,1429.5711198091483,1515.3032951028508,1404.9173832917604,4144480,6.445369995122574,1497.5498927684173,1495.438075470809
2020-08-04,1597.13009082212,1508.642154339613,1543.8940866550738,1454.8110441374413,1404.4247103057994,4570834,-3.9920886571624403,1491.6057652163104,1493.6452286261356
2020-08-05,1448.4110543023,1515.7329090739831,1523.101425178796,1510.8356005031587,1464.7220438299082,5828761,3.850985087821801,1492.2732332589733,1492.4391547637733
2020-08-06,1534.4271094811756,1584.5036912154078,1513.414414189856,1530.2840776703729,1497.7286380809333,4940285,1.287266275744181,1489.8419148735509,1491.7239568589127
2020-08-07,1552.3239230657434,1600.474905887536,1401.580565408988,1565.9483607414404,1554.0814835615586,7851803,2.3305661733971084,1490.1407803511497,1493.4541899552676
2020-08-10,1447.5275087984799,1608.3158087451698,1384.1775174780132,1441.2842543521206,1536.659075321301,6742533,-7.960933419943316,1487.9528580240635,1491.6075344960275
2020-08-11,1545.643269722372,1607.9236285589109,1483.7286439848863,1402.199165731696,1489.1805412753497,8324222,-2.7118237434706427,1487.838123227447,1490.8315806289984
2020-08-12,1473.5566265438506,1468.241220609738,1535.8751978255173,1427.3771260137614,1454.7253332563332,3627144,1.7956051392262085,1486.5202059342857,1490.2065322282294
2020-08-13,1526.461166118716,1548.8840609405163,1461.352578602786,1580.003728369621,1599.4249000315422,3825896,10.692801473013658,1490.104050206158,1490.2212635215371
2020-08-14,1526.705942152179,1461.5117520033289,1464.3225378939799,1574.778015512503,1485.2362604471946,5936792,-0.3307405396131724,1492.5081687835218,1493.6648161377443
2020-08-17,1507.1549368149517,1559.905776464747,1405.995818732057,1519.4826204340616,1490.277404865935,5876872,-3.5113136285716995,1495.9034229508927,1495.7124344230078
2020-08-18,1418.0579540108818,1538.3061002746754,1503.8985866383873,1520.1033720867306,1432.7247642383338,3739956,0.04085283005683671,1500.515030814501,1497.2829568441582
2020-08-19,1567.0604991178475,1627.54083655166,1387.4087497115047,1533.007334909251,1558.9619097499858,3619980,0.8488871914550389,1498.8160951919706,1499.8369747268482
2020-08-20,1464.156012994347,1520.1830025104157,1414.7358472808487,1435.07425572469,1538.7364451562978,1721384,-6.388298147990168,1490.7257861711696,1499.8127181009827
2020-08-21,1437.303702079971,1473.413403285521,1435.0872877232835,1582.882389184992,1444.1539225577521,9908385,10.299685390541779,1494.6130038073925,1501.1381996408038
2020-08-24,1408.1550283109527,1478.598336410567,1451.522075736891,1483.7541049784147,1416.4762091231685,8716220,-6.262517347079544,1497.0839161978301,1501.127583538002
2020-08-25,1518.1785886376483,1602.3021263434944,1398.4819464830161,1476.6277056498996,1536.0998604149427,3887698,-0.48029517186197745,1498.1922282151313,1499.0894508066922
2020-08-26,1535.5128723684566,1573.6436126632523,1372.9673649478407,1503.7835410565676,1530.902242856227,3432593,1.8390441478758568,1503.1974985024851,1497.8953473808697
2020-08-27,1403.3175657855713,1470.224535224558,1472.1240084883266,1409.393193355011,1454.651905399642,5031464,-6.27685734844774,1494.5241701046307,1496.7159418411784
2020-08-28,1502.4186116598562,1466.8213612229995,1407.7261106480512,1433.2566737512159,1590.1727124500821,4390742,1.6931740914257531,1495.00949296329,1496.3433815824776
2020-08-31,1445.2991550395875,1590.193826291824,1466.2476442845225,1547.606723285274,1430.21157835618,9545106,7.978337141439806,1496.6246643724112,1497.776746415514
2020-09-01,1529.03455808189,1464.5526012728387,1380.8725430548404,1416.5597335850252,1486.4669602085203,8357804,-8.467719074136681,1494.7120988447905,1495.7467613171552
2020-09-02,1434.8732858009982,1614.3720118580713,1446.2280203709636,1520.6304218932776,1588.7231840335198,7133066,7.346720779989324,1495.2018399142962,1497.0871151917295
2020-09-03,1538.1875476204932,1591.2484454312992,1456.517886510317,1449.0698219362641,1483.9454633852245,3887296,-4.705982395637998,1491.1411271275908,1495.5719159990579
