,Open,High,Low,Close,Adj Close,Volume
2020-03-25,1477.7354579378964,1582.0394753435462,1448.3704698741992,1417.0699336157288,1539.2041236107584,53523843
2020-03-26,1454.2698063547791,1505.9867793891885,1232.0800903280062,1599.3748503691895,1430.7791812679711,17166318
2020-03-27,1565.7475018303858,1640.9730561326387,1141.7248304597651,1500.4390020662486,1563.1666249981236,50377283
2020-03-30,1471.3506653387178,1597.5793833391538,1170.8838470508572,1519.0770034640088,1444.888114367332,66547109
2020-03-31,1456.1869019374763,1560.8708105022802,1170.425211426775,1413.4152954776855,1444.7635229645246,11286361
2020-04-01,1508.5392166316497,1572.3441492468705,1183.546481431762,1549.9920940798356,1507.3948845786826,26356629
2020-04-02,1428.1848449949525,1533.920012485558,1176.3549449571756,1441.981118619117,1518.5879869683406,66246940
2020-04-03,1560.4393961508079,1499.5461979002314,1452.481109641768,1579.6108578881428,1516.0172415675622,99580843
2020-04-06,1414.9101287359542,1521.1945357302523,1200.0340464195297,1441.0279280964014,1418.297367479551,38098210
2020-04-07,1597.3773873201035,1601.5692220928738,1290.1170058281248,1438.1375441327334,1575.492172526076,28275911
2020-04-08,1554.4489538593316,1452.8786977259513,1593.2336254483066,1407.309933569619,1453.120008517741,61788718
2020-04-09,1439.7431363068345,1473.2145281013832,1360.6789021445798,1494.4133890219998,1425.9029842565608,73295232
2020-04-10,1401.1044234247204,1459.2005284043505,1467.156756186565,1512.9682266525233,1577.7496159737955,28307970
2020-04-13,1563.092285690967,1458.145760463794,1194.7759291608963,1413.1417278856704,1591.1302996459508,12050831
2020-04-14,1541.3714687695235,1621.0921168022014,1205.7589603447689,1555.105523339002,1572.4255234530901,34912381
2020-04-15,1545.8014336081974,1590.7315718760046,1122.4777389465635,1490.6577669496055,1561.9032149449756,32486345
2020-04-16,1554.254069337189,1544.834765817465,1192.9142846896905,1504.878053865516,1531.0483961278044,80816715
2020-04-17,1414.808930346818,1469.5668321302003,1253.2246864675772,1488.1525493876456,1510.171474121828,11460589
2020-04-20,1471.6931457088544,1548.3231750233665,1197.3557663522108,1480.1526121750653,1417.397351982282,54281889
2020-04-21,1423.173811905026,1544.6943541561131,1148.7863935663806,1511.9280662616436,1481.6906426141397,29224900
2020-04-22,1572.6206851751188,1484.640373982003,1166.3497291053304,1431.0480491861424,1474.5377034024627,45777380
2020-04-23,1524.6596253655116,1536.7703298475947,1353.4283224179992,1436.3856260990542,1451.9507567520652,28587589
2020-04-24,1466.17960497053,1529.7009468794747,1213.4835451231859,1572.3571242027035,1544.684022737717,15748245
2020-04-27,1412.7116700572046,1573.1700196104432,1300.3484235764415,1589.2230924267265,1499.1751470157542,33623310
2020-04-28,1462.1964643431324,1577.0187301735289,1376.8794989701714,1474.6618632559505,1416.2092431815295,63740055
2020-04-29,1465.0366644053495,1459.0608019544088,1479.7171557461509,1454.1489346287108,1444.0366403899623,72748934
2020-04-30,1545.9212356676128,1524.9225229252943,1121.6216769126045,1528.7999086478032,1536.6517527319193,66600568
2020-05-01,1527.5114942710427,1575.1719831428472,1539.6757193999733,1481.7468342196194,1415.22617189806,27464435
2020-05-04,1577.4425485152653,1550.6272517160176,1445.3452142199992,1405.077271132069,1570.2413828097538,6591878
2020-05-05,1494.44298503239,1621.2979682376645,1144.9674675718795,1431.230519473238,1499.0293054027948,31341029
2020-05-06,1423.9188491876603,1581.738726323789,1580.4682432587274,1543.1944457694794,1496.1173154653295,69169690
2020-05-07,1542.648957444599,1482.586885416286,1606.4798202924972,1531.7847883820302,1518.4815569319035,2944664
2020-05-08,1552.1570097233794,1464.113749480086,1133.5928779201752,1405.4191985006967,1564.9361931850299,35032801
2020-05-11,1512.2554395138993,1578.483855641263,1252.2827064809621,1444.3944323865899,1469.5618415804386,61244226
2020-05-12,1554.1934359909121,1455.3022621083244,1543.4107038861837,1446.2149593176143,1535.6032305118126,2190212
2020-05-13,1498.7591192728783,1567.1551162546928,1511.542829711012,1534.3785487197456,1513.146392799158,38885284
2020-05-14,1504.5465658763987,1638.0460482849915,1201.4865606460075,1403.9421075508728,1453.4056540338843,54603422
2020-05-15,1485.50820367171,1565.0948355751757,1215.1421278351906,1420.8217163969148,1575.7259972710317,21420139
2020-05-18,1405.0838253488191,1527.6339852413043,1303.75965653526,1559.9832170746379,1559.4852043213857,25327191
2020-05-19,1421.578285398661,1578.6576436884707,1366.4876418550616,1435.7089324108667,1531.690366931685,93128003
2020-05-20,1406.2858371373468,1541.6505780983034,1440.0401243416627,1530.549221570375,1570.1163458188485,4700108
2020-05-21,1527.282082252756,1559.123357863187,1302.9025017633749,1447.6365562093454,1573.4588401919605,78602806
2020-05-22,1462.8711962152654,1638.292961755305,1354.3940938732314,1419.888278551869,1541.6725953430068,70063054
2020-05-25,1501.7141382329405,1527.2205275601548,1511.109015973566,1448.6344381998908,1567.4026656727344,68493246
2020-05-26,1581.5132947852185,1642.2381127647827,1120.1757615898289,1544.4533863711317,1539.4942923338567,74404906
2020-05-27,1449.858445829775,1631.0701283912126,1238.8403193892113,1571.1392936212571,1536.02815435206,37507753
2020-05-28,1482.076584607126,1489.1582269578594,1492.342272236504,1566.0439729133982,1523.722275643037,47330658
2020-05-29,1551.1102277086097,1463.872260175033,1592.3637607279597,1479.436705923691,1550.5433279115282,19532053
2020-06-01,1445.7596330983245,1470.1556002754853,1381.4225931636163,1533.6170273141292,1431.7210210586147,58116013
2020-06-02,1415.3959819657587,1453.64436513031,1392.6624168959236,1440.9968590831643,1576.1741518397857,79081711
2020-06-03,1457.9502905827535,1468.8885921511858,1158.9446062368768,1458.6295460522026,1574.3687055490464,85028457
2020-06-04,1432.244257450801,1586.6013546832714,1346.0768017529,1579.267163704224,1405.8494566069119,48536828
2020-06-05,1585.9395304685147,1464.2377296920458,1392.9394965502627,1402.6003847021473,1565.1633501129525,56537579
2020-06-08,1561.6240759128834,1513.7951260587522,1233.3587769991013,1417.1017061708935,1425.773973494689,70466045
2020-06-09,1526.6807513020847,1618.9750621938908,1248.0837770221594,1441.5772510292054,1467.0237708518284,89248776
2020-06-10,1574.2921180375436,1454.6543871471652,1307.5062897075425,1405.306440774764,1548.7016512583216,51355428
2020-06-11,1560.7344153798228,1612.8936965177872,1111.0391587777494,1436.2870870179595,1432.1519792096617,47702635
2020-06-12,1437.3140117772073,1506.37095495468,1277.1435410707481,1516.6083121939384,1563.5934048238125,82895008
2020-06-15,1578.5117996979955,1473.6329655243312,1216.2964038480995,1484.2849101184995,1566.4268355915483,10956760
2020-06-16,1507.86844838313,1589.3474330728302,1280.1235436978532,1578.5343422153949,1501.4935467521673,46450911
2020-06-17,1561.4880310328126,1575.7885693559767,1165.869172500588,1563.4887123476883,1401.2771743433668,66675221
2020-06-18,1579.2182599846988,1625.4944027054105,1589.7900044069422,1468.363470339575,1457.4076266349825,48930419
2020-06-19,1463.6006949943728,1597.0142087607771,1426.4758494547268,1451.8846866862584,1523.3853836751484,18820027
2020-06-22,1422.0103849055354,1610.6961860769698,1473.5062755294693,1475.9384816334534,1596.2372356054848,23384856
2020-06-23,1445.5870325083883,1506.4069145142612,1534.044181234036,1518.0589885029615,1526.3627054033336,50729738
2020-06-24,1485.4215577252512,1485.4879087559445,1374.1432094109814,1453.6127281645752,1451.960716212832,75914820
2020-06-25,1563.6029531844986,1600.1229503281716,1147.8061584480831,1524.8297815698268,1526.8011406199223,55857486
2020-06-26,1572.1461166512686,1611.3669478534528,1395.4085980002012,1481.8823304382481,1507.997075943171,32546436
2020-06-29,1401.3904261062382,1648.1010284001347,1422.7626149114835,1510.409436170396,1555.9690790302288,9814891
2020-06-30,1502.149460515513,1532.5235353822852,1509.9917108013815,1487.2253058270633,1421.3961277653916,25358148
2020-07-01,1483.4822006297559,1524.4036171585567,1337.4127504263238,1458.8931519083835,1552.2055805004056,2420688
2020-07-02,1444.421562094146,1605.2825921483993,1170.1691665375602,1589.6906613924314,1508.253315735222,1905808
2020-07-03,1423.9730734667367,1518.1607080506035,1256.0767481892985,1552.7211588319522,1592.5984007717989,76918039
2020-07-06,1467.5230342807256,1636.151465120713,1299.6952630192493,1428.0226351532906,1468.3744332077372,38190551
2020-07-07,1588.5819407825038,1621.6825503686023,1455.2544827323807,1573.6935951795826,1526.5243786267897,98258747
2020-07-08,1464.640586404151,1535.7988054750037,1413.9280675679015,1497.4862396499027,1586.4056211020036,88001550
2020-07-09,1503.7581243486732,1600.1742135582995,1295.8531992438154,1578.9104453788182,1420.5019455981358,78874891
2020-07-10,1540.6037917790356,1600.9085748169364,1642.5833868361387,1559.971051189463,1587.4456974472903,37276570
2020-07-13,1472.7259204758589,1470.6247737671865,1433.1761506462879,1485.0427008938466,1537.5771444601626,78137948
2020-07-14,1594.3564165441921,1630.5105813359132,1230.474735454797,1404.4938616640234,1413.5674118210343,12717619
2020-07-15,1592.4894589884223,1551.0504744895713,1155.980359941222,1453.7354718769893,1460.1927133893632,84923921
2020-07-16,1450.356459165073,1615.2914932215483,1184.0725265513827,1508.3268429321733,1541.6344177290564,77164525
2020-07-17,1499.449701178477,1514.0099202061224,1235.2767506114794,1526.6956439652295,1413.4701202937542,53275588
2020-07-20,1460.1756619633538,1629.10464569924,1188.3747552927557,1451.5775370866404,1516.4340920352547,87918521
2020-07-21,1456.9680988754935,1527.8403357468326,1202.6118632282182,1427.8712148145648,1469.1766113905915,34861500
2020-07-22,1407.3773894709066,1452.1675302960596,1256.8023427816158,1566.9860473598599,1524.1831035534954,64537248
2020-07-23,1521.9128667959794,1631.0763952838527,1195.355477412115,1596.8804361407103,1409.1484067625026,25660098
2020-07-24,1500.5358046457723,1468.2573353572268,1593.2209835445337,1505.1380364605373,1574.3073612304752,63231845
2020-07-27,1410.2957502499978,1513.862727518083,1144.1285601139032,1434.3358571696608,1594.6977938354794,15802852
2020-07-28,1455.7292928473223,1640.012393410161,1388.48126426364,1454.4614653038739,1593.7755710571382,41155392
2020-07-29,1581.6531771933307,1640.1214293875112,1325.7182548443138,1403.6781353094934,1549.930366348585,31173264
2020-07-30,1447.9123781333944,1564.6875776246573,1640.3082392997335,1582.8597613120999,1426.0172480261265,95322450
2020-07-31,1428.9789744182447,1576.36744243396,1161.6213961924288,1423.5502165780283,1551.6526391858044,44436333
2020-08-03,1497.8905520555127,1539.689104395664,1318.820579475158,1515.3032951028508,1404.9173832917604,3140267
2020-08-04,1597.13009082212,1508.642154339613,1633.2087383014527,1454.8110441374413,1404.4247103057994,96217011
2020-08-05,1448.4110543023,1515.7329090739831,1576.0289192416892,1510.8356005031587,1464.7220438299082,76894548
2020-08-06,1534.4271094811756,1584.5036912154078,1549.389639022104,1530.2840776703729,1497.7286380809333,47976337
2020-08-07,1552.3239230657434,1600.474905887536,1241.846554874717,1565.9483607414404,1554.0814835615586,21317066
2020-08-10,1447.5275087984799,1608.3158087451698,1193.988173064536,1441.2842543521206,1536.659075321301,74745629
2020-08-11,1545.643269722372,1607.9236285589109,1467.7537709584371,1402.199165731696,1489.1805412753497,61568641
2020-08-12,1473.5566265438506,1468.241220609738,1611.1567940201721,1427.3771260137614,1454.7253332563332,45758328
2020-08-13,1526.461166118716,1548.8840609405163,1406.2195911576614,1580.003728369621,1599.4249000315422,60744657
2020-08-14,1526.705942152179,1461.5117520033289,1414.386979208445,1574.778015512503,1485.2362604471946,18773436
2020-08-17,1507.1549368149517,1559.905776464747,1253.9885015131563,1519.4826204340616,1490.277404865935,75743942
2020-08-18,1418.0579540108818,1538.3061002746754,1523.2211132555653,1520.1033720867306,1432.7247642383338,74144638
2020-08-19,1567.0604991178475,1627.54083655166,1202.8740617066378,1533.007334909251,1558.9619097499858,18244439
2020-08-20,1464.156012994347,1520.1830025104157,1278.023580022334,1435.07425572469,1538.7364451562978,67084430
2020-08-21,1437.303702079971,1473.413403285521,1333.9900412390293,1582.882389184992,1444.1539225577521,93429834
2020-08-24,1408.1550283109527,1478.598336410567,1379.1857082764502,1483.7541049784147,1416.4762091231685,86414161
2020-08-25,1518.1785886376483,1602.3021263434944,1233.3253528282942,1476.6277056498996,1536.0998604149427,45687883
2020-08-26,1535.5128723684566,1573.6436126632523,1163.160253606562,1503.7835410565676,1530.902242856227,4373445
2020-08-27,1403.3175657855713,1470.224535224558,1435.8410233428979,1409.393193355011,1454.651905399642,63026675
2020-08-28,1502.4186116598562,1466.8213612229995,1258.7468042821406,1433.2566737512159,1590.1727124500821,3284790
2020-08-31,1445.2991550395875,1590.193826291824,1419.6810217824368,1547.606723285274,1430.21157835618,33234205
2020-09-01,1529.03455808189,1464.5526012728387,1184.8994934008113,1416.5597335850252,1486.4669602085203,79738835
2020-09-02,1434.8732858009982,1614.3720118580713,1364.6270560201497,1520.6304218932776,1588.7231840335198,73890799
2020-09-03,1538.1875476204932,1591.2484454312992,1392.9241879033723,1449.0698219362641,1483.9454633852245,10063441
2020-09-04,1477.3470692601074,1466.2697561283799,1128.5029452523347,1477.8591228083953,1527.705189532817,61747593
2020-09-07,1587.345997747347,1466.9675428170383,1285.1323530066563,1457.73874735414,1479.518879592559,60869147
2020-09-08,1427.5041888291987,1647.327915700235,1173.9280723164359,1471.1345432929897,1454.843040469734,73898006
2020-09-09,1468.2132702100516,1524.8541591512242,1134.8562337600222,1543.8091810368492,1596.7955295919655,26436263
2020-09-10,1422.694704248118,1524.1284294133782,1644.4781278144699,1459.424343124635,1481.8668012630087,5090961
2020-09-11,1584.9387236557125,1612.5599134515005,1277.2946147360976,1513.2809280593794,1578.8198407358268,3746804
2020-09-14,1575.4678706761963,1639.4497154767716,1545.4309452200491,1495.2100804398199,1445.9909211782171,747296
2020-09-15,1451.588325543031,1647.2002127645742,1240.05236012007,1532.7342330725296,1442.6209408050167,51980950
2020-09-16,1531.996809206836,1600.6756370517883,1474.8264972231611,1587.3659478649515,1406.2268165769024,70331815
2020-09-17,1563.444440040243,1525.251917106183,1518.1253229393276,1546.51441944205,1530.333365075177,26944511
2020-09-18,1511.0401623198925,1466.7001433397338,1427.6013073343142,1442.9880757181513,1473.7052687447522,68008965
2020-09-21,1505.9301156712013,1605.4293831854873,1359.366903702587,1406.236627012257,1572.8716499679274,89863925
2020-09-22,1448.3704581800903,1561.680849947161,1326.5125027809977,1452.452808859965,1494.6419813383113,22891342
2020-09-23,1418.6205535611798,1534.8444018493954,1291.8775465986473,1519.015586140051,1593.6386855829444,22115777
2020-09-24,1579.4431515906654,1631.2708770189472,1611.241029336304,1410.28516269685,1437.1051031406241,23216992
2020-09-25,1580.0836114326662,1472.2394964612304,1556.840674283251,1499.2732494402474,1573.7246335911223,42539798
2020-09-28,1526.6202914546536,1548.5250208581717,1630.764800866582,1519.3685697833778,1555.3193705583483,30655353
2020-09-29,1467.80595820974,1452.2707289534837,1168.3634729170496,1466.8487781633921,1554.1843689288103,75330621
2020-09-30,1469.8419149225322,1543.7321283988254,1501.9771113620043,1554.1824407491645,1568.9566456233774,79029433
2020-10-01,1545.1911357740478,1461.2606551363674,1616.0872512515707,1421.3196506267543,1552.2047981885999,89688014
2020-10-02,1579.4220519905155,1473.7635832536143,1199.678186391113,1415.0275563471619,1525.244064326283,34931079
2020-10-05,1577.4172848530234,1473.505249355421,1136.5729470517276,1545.6377512407207,1426.2489755364775,79640080
2020-10-06,1555.9751091715248,1579.8420604232126,1507.6163571095326,1499.0982632412397,1406.5052358982505,83249786
2020-10-07,1528.4063292308576,1599.2089758530847,1415.9602122489516,1537.6804792855473,1584.1695695631374,61347832
2020-10-08,1416.8279929990097,1566.6737530194318,1563.0058272170495,1486.9654677207493,1523.3300629041476,8804813
2020-10-09,1432.3257428189227,1642.4345096949085,1176.8748071444593,1449.2804066478213,1559.3074581952353,53476963
2020-10-12,1579.7108377054158,1524.9741159047408,1537.3970215229397,1563.82046353484,1496.30447030251,87130560
2020-10-13,1521.285811931918,1507.1424172563723,1210.8950260262595,1559.8831757937958,1423.461637792479,29561504
2020-10-14,1401.8394103233259,1623.719825637892,1190.0107685761375,1538.9392941708854,1425.03715844051,14597054
2020-10-15,1420.2943085732063,1494.7191677038904,1190.3461888620461,1454.4290274459925,1537.1130574457943,11419247
2020-10-16,1532.700353821611,1642.6445078881222,1548.0160961272602,1518.0461333738174,1486.0611789798925,61685037
2020-10-19,1401.0123167692436,1452.4308949379633,1465.85847138291,1472.1947793880054,1440.1049453400674,81122004
2020-10-20,1432.1616102834998,1643.975765341528,1387.6859836230155,1418.3164146653269,1498.3189093482874,46148559
2020-10-21,1509.7467578733172,1458.6319823901151,1297.3567662679263,1583.4627150924484,1412.8417874150268,63172616
2020-10-22,1538.3790395385386,1628.2286227396141,1582.4602974472095,1427.3637261837923,1516.3942803828797,55260409
2020-10-23,1530.39225190052,1555.5402218172599,1315.8448090824495,1590.0474707641606,1453.7986808870196,20817501
2020-10-26,1444.853861892112,1648.5929592238601,1549.1296917093673,1489.2011545915911,1559.5118201274377,6951803
2020-10-27,1542.4358442695072,1464.7593129470797,1341.5241997136202,1437.0265857677239,1462.0723917847147,13145697
2020-10-28,1447.44981749936,1560.770856880264,1307.319436183699,1508.3801894756716,1491.0440298163603,48220511
2020-10-29,1465.0799396318534,1643.8605071238198,1354.4738821182837,1574.5891671752815,1402.32410798162,72951397
2020-10-30,1549.2982810236049,1554.6195688340297,1265.7578307902781,1546.4449772819123,1414.4893775589119,24201438
2020-11-02,1529.926579809443,1575.8797276270525,1511.1851590969382,1561.3122295722899,1478.498711281337,36281576
2020-11-03,1569.8446820988356,1589.1497377969235,1376.4962145508634,1531.7566733421436,1495.9877669434247,97547072
2020-11-04,1531.5225784600686,1540.9082129535545,1227.7169823307495,1538.4553129035705,1520.0041096238608,2925896
2020-11-05,1513.6617206670944,1575.5116160168127,1594.7660153010127,1569.8391303130638,1458.3325157418606,10527148
2020-11-06,1418.7349535656185,1566.86286238462,1311.1401717552662,1449.9336017718372,1538.9963772253086,4976872
2020-11-09,1473.5431606118866,1630.2316020981978,1398.9540736126937,1497.884992728628,1572.024479437841,19497196
2020-11-10,1453.0404735363452,1459.0892760682916,1598.5596610305008,1444.2418883639205,1555.97019777867,32035646
2020-11-11,1448.7979286758168,1506.192637918446,1443.3308977526956,1597.5336015993294,1407.9237650696714,84707464
2020-11-12,1594.602110950489,1640.0822968153118,1164.2939223896003,1588.8118679373226,1496.1013894515659,66069098
2020-11-13,1478.619544933352,1628.0527567781833,1616.9076679874113,1407.8853622737013,1420.986035683635,15199203
2020-11-16,1578.4093110354227,1541.1313505571425,1445.2394291892797,1541.1150345031376,1448.4090031725054,65344261
2020-11-17,1526.2277251994526,1574.0265195603074,1284.1980880613974,1585.0496634831331,1597.3325186534294,62519437
2020-11-18,1558.9622607083297,1505.4762365962265,1176.599639964863,1436.1150690254667,1428.4991085803026,83528995
2020-11-19,1500.5274186210384,1487.6242319447522,1536.7138540986628,1513.589046110526,1499.7776306902713,48819461
2020-11-20,1515.380776925272,1542.7396809879965,1441.0400157606823,1583.0976595176085,1523.6311468636238,2987698
2020-11-23,1498.5035387637727,1520.6704456052105,1393.4036005869768,1406.7891957171598,1540.4929941088208,52864241
2020-11-24,1439.0485975596089,1566.7312223701745,1591.6409206780268,1539.484053449368,1511.9297366973829,12517420
2020-11-25,1544.4904230523011,1465.546927392997,1533.728466173492,1459.4698014745102,1401.9541694838367,71240328
2020-11-26,1456.1544724881712,1644.8789615332332,1183.4211838530132,1584.879239075306,1465.2922616487983,20267958
2020-11-27,1404.8631932862909,1647.2421488959205,1271.4471372875514,1594.2116490330736,1503.5423286769424,23010282
2020-11-30,1529.0944591814336,1589.632342803949,1236.6690268979562,1588.8532978226867,1417.5732998289666,2987296
2020-12-01,1435.4221358814098,1557.219273268824,1509.1704609149724,1494.8428433314928,1470.1253862418362,67184285
2020-12-02,1588.0917168705828,1511.9055232572655,1118.4428391046786,1572.4085301978628,1406.6406217582733,56961493
2020-12-03,1590.7857154005173,1612.7590039413897,1413.439326679224,1568.9098797070142,1415.7156994310042,24833272
2020-12-04,1582.9728780440896,1586.9462345107759,1519.3522771573798,1463.820094648651,1479.3846552403193,68309364
2020-12-07,1474.031740051089,1482.5233878689783,1582.2211002189622,1565.7830948301355,1426.5431508086122,52008238
2020-12-08,1403.0913233057736,1632.1854368987686,1288.1449617937492,1407.4015269430986,1513.5081696523116,22471392
2020-12-09,1585.663712517545,1614.5074485846337,1551.6915175696072,1519.2539756964106,1537.8929938274532,97645291
2020-12-10,1485.6368296634628,1639.959982658385,1160.847455325364,1446.0017674575406,1560.1173398218166,69170841
2020-12-11,1593.330963808734,1595.143901677672,1565.5487604539849,1424.1133771554557,1440.030048848962,91036006
2020-12-14,1592.7239954178506,1572.6830391871579,1170.1187642825903,1415.3906403258418,1433.496516451814,4132654
2020-12-15,1570.601891093472,1533.6486072581238,1318.508009808202,1539.257755175628,1420.91356806688,34318900
2020-12-16,1458.8897784139172,1636.5456966708027,1538.5124511787544,1467.9749927536132,1527.2860499087274,23377458
2020-12-17,1477.019545720385,1623.2127779000816,1182.4545850418256,1544.9533543057523,1541.2951452973803,58331611
2020-12-18,1570.2273343033714,1459.043734021238,1226.088267377953,1413.0712681597884,1406.3172289651284,74187004
2020-12-21,1463.3844010312555,1455.2733948994503,1497.2389126161866,1463.058067566122,1587.242449248738,48176248
