,Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location,Age,Gender,Account_Status
83,1062.0,20,2025-02-14,ATM,Walmart,Travel,124.85,Credit Card,Approved,San Francisco,36,Female,Active
84,6.0,21,2025-01-01,ATM,Walmart,Dining,914.22,Credit Card,Declined,Los Angeles,20,Male,Suspended
85,35.0,21,2025-01-02,Online,Amazon,Electronics,517.36,Credit Card,Pending,Los Angeles,20,Male,Suspended
86,20.0,22,2025-01-01,ATM,Costco,Dining,838.72,Debit Card,Pending,Seattle,35,Other,Inactive
87,253.0,22,2025-01-11,Online,Walmart,Electronics,928.54,Debit Card,Pending,Los Angeles,35,Other,Inactive
88,699.0,22,2025-01-30,ATM,BestBuy,Groceries,886.75,Debit Card,Pending,Houston,35,Other,Inactive
89,396.0,23,2025-01-17,POS,Amazon,Entertainment,839.04,Credit Card,Declined,Chicago,68,Female,Active
90,617.0,23,2025-01-26,ATM,Target,Electronics,819.65,Debit Card,Approved,Miami,68,Female,Active
91,873.0,23,2025-02-06,ATM,Expedia,Travel,890.46,Debit Card,Approved,Miami,68,Female,Active
92,930.0,23,2025-02-08,Online,Costco,Groceries,344.25,Debit Card,Approved,New York,68,Female,Active
93,,24,,,,,,,,,36,Male,Suspended
94,480.0,25,2025-01-20,Online,Amazon,Health,440.99,Debit Card,Approved,Los Angeles,64,Male,Suspended
95,756.0,25,2025-02-01,ATM,Expedia,Travel,898.47,Debit Card,Pending,San Francisco,64,Male,Suspended
96,760.0,25,2025-02-01,POS,eBay,Groceries,21.51,Credit Card,Pending,Chicago,64,Male,Suspended
97,964.0,25,2025-02-10,POS,BestBuy,Health,780.92,Debit Card,Declined,New York,64,Male,Suspended
98,975.0,25,2025-02-10,POS,eBay,Groceries,516.89,Credit Card,Approved,San Francisco,64,Male,Suspended
99,1162.0,25,2025-02-18,Online,Walmart,Health,556.91,Debit Card,Approved,New York,64,Male,Suspended
100,1185.0,25,2025-02-19,Online,Amazon,Travel,206.28,Debit Card,Approved,New York,64,Male,Suspended
101,312.0,26,2025-01-13,ATM,eBay,Dining,886.66,Credit Card,Approved,Los Angeles,23,Other,Inactive
102,719.0,26,2025-01-30,POS,Walmart,Clothing,844.99,Credit Card,Declined,San Francisco,23,Other,Inactive
103,808.0,26,2025-02-03,POS,Target,Dining,56.04,Debit Card,Declined,Seattle,23,Other,Inactive
104,1190.0,26,2025-02-19,ATM,Expedia,Travel,485.88,Credit Card,Declined,Chicago,23,Other,Inactive
105,261.0,27,2025-01-11,POS,eBay,Dining,805.39,Credit Card,Pending,New York,33,Male,Inactive
106,1109.0,27,2025-02-16,Online,Costco,Health,399.33,Credit Card,Pending,Los Angeles,33,Male,Inactive
107,87.0,28,2025-01-04,Online,Costco,Travel,724.83,Credit Card,Declined,Seattle,25,Other,Active
108,136.0,28,2025-01-06,ATM,Walmart,Electronics,71.13,Debit Card,Approved,Chicago,25,Other,Active
109,576.0,28,2025-01-24,Online,Walmart,Health,736.25,Debit Card,Approved,Miami,25,Other,Active
110,731.0,28,2025-01-31,Online,eBay,Electronics,729.73,Credit Card,Declined,Los Angeles,25,Other,Active
111,748.0,28,2025-02-01,ATM,Amazon,Health,226.56,Credit Card,Approved,Los Angeles,25,Other,Active
112,122.0,29,2025-01-06,POS,Expedia,Dining,73.37,Debit Card,Declined,San Francisco,65,Female,Suspended
113,513.0,29,2025-01-22,Online,Amazon,Health,933.54,Credit Card,Approved,Chicago,65,Female,Suspended
114,945.0,29,2025-02-09,Online,eBay,Electronics,275.59,Credit Card,Pending,Miami,65,Female,Suspended
115,1092.0,29,2025-02-15,Online,Target,Groceries,341.39,Debit Card,Approved,Chicago,65,Female,Suspended
116,1127.0,29,2025-02-16,Online,Walmart,Groceries,128.72,Credit Card,Declined,Los Angeles,65,Female,Suspended
117,660.0,30,2025-01-28,POS,eBay,Groceries,658.13,Debit Card,Approved,Chicago,35,Female,Suspended
118,793.0,31,2025-02-03,POS,Costco,Entertainment,55.32,Credit Card,Declined,Houston,69,Male,Inactive
119,998.0,32,2025-02-11,POS,Walmart,Clothing,318.66,Debit Card,Approved,Miami,65,Female,Inactive
120,91.0,33,2025-01-04,ATM,Target,Groceries,844.11,Credit Card,Pending,Seattle,60,Female,Active
121,251.0,33,2025-01-11,ATM,BestBuy,Travel,232.73,Credit Card,Pending,Chicago,60,Female,Active
122,417.0,33,2025-01-18,ATM,Costco,Groceries,189.34,Debit Card,Approved,Miami,60,Female,Active
123,631.0,34,2025-01-27,Online,BestBuy,Clothing,362.41,Credit Card,Pending,Chicago,56,Male,Suspended
124,671.0,34,2025-01-28,Online,eBay,Travel,357.89,Credit Card,Approved,Houston,56,Male,Suspended
125,705.0,34,2025-01-30,ATM,Amazon,Dining,753.64,Credit Card,Pending,Seattle,56,Male,Suspended
126,769.0,34,2025-02-02,ATM,Expedia,Entertainment,235.32,Credit Card,Pending,Seattle,56,Male,Suspended
127,1102.0,34,2025-02-15,Online,Expedia,Clothing,579.1,Credit Card,Approved,Houston,56,Male,Suspended
128,45.0,35,2025-01-02,POS,Amazon,Electronics,521.63,Credit Card,Approved,New York,66,Female,Suspended
129,99.0,35,2025-01-05,ATM,Costco,Electronics,468.98,Debit Card,Declined,San Francisco,66,Female,Suspended
130,269.0,35,2025-01-12,POS,Target,Groceries,941.98,Debit Card,Approved,Miami,66,Female,Suspended
131,430.0,35,2025-01-18,POS,Costco,Clothing,91.58,Debit Card,Declined,Miami,66,Female,Suspended
132,587.0,35,2025-01-25,POS,Walmart,Clothing,347.24,Debit Card,Approved,Los Angeles,66,Female,Suspended
133,847.0,35,2025-02-05,Online,Amazon,Groceries,85.82,Credit Card,Pending,San Francisco,66,Female,Suspended
134,123.0,36,2025-01-06,ATM,eBay,Dining,372.73,Debit Card,Declined,Los Angeles,66,Male,Active
135,314.0,36,2025-01-14,ATM,Costco,Health,738.74,Debit Card,Pending,New York,66,Male,Active
136,449.0,36,2025-01-19,ATM,Costco,Dining,98.31,Credit Card,Pending,Seattle,66,Male,Active
137,796.0,36,2025-02-03,Online,Costco,Groceries,806.62,Debit Card,Pending,Houston,66,Male,Active
138,1052.0,36,2025-02-13,Online,Target,Groceries,767.69,Debit Card,Pending,Houston,66,Male,Active
139,1146.0,36,2025-02-17,Online,Target,Dining,136.52,Credit Card,Declined,Los Angeles,66,Male,Active
140,219.0,37,2025-01-10,POS,Amazon,Groceries,749.44,Debit Card,Declined,San Francisco,29,Other,Active
141,280.0,37,2025-01-12,ATM,Expedia,Electronics,706.61,Credit Card,Approved,Chicago,29,Other,Active
142,455.0,37,2025-01-19,Online,Amazon,Groceries,241.96,Debit Card,Approved,New York,29,Other,Active
143,256.0,38,2025-01-11,POS,Expedia,Clothing,530.04,Debit Card,Approved,Houston,62,Other,Inactive
144,823.0,38,2025-02-04,POS,Expedia,Clothing,681.3,Debit Card,Declined,Houston,62,Other,Inactive
145,840.0,38,2025-02-04,POS,Target,Travel,825.23,Debit Card,Approved,Chicago,62,Other,Inactive
146,893.0,38,2025-02-07,ATM,Walmart,Dining,769.74,Debit Card,Pending,Los Angeles,62,Other,Inactive
147,927.0,38,2025-02-08,ATM,eBay,Electronics,74.05,Credit Card,Declined,Houston,62,Other,Inactive
148,205.0,39,2025-01-09,Online,BestBuy,Travel,326.41,Debit Card,Approved,Seattle,27,Other,Inactive
149,309.0,39,2025-01-13,POS,BestBuy,Dining,660.75,Debit Card,Pending,Miami,27,Other,Inactive
150,391.0,39,2025-01-17,POS,Target,Electronics,199.19,Debit Card,Declined,New York,27,Other,Inactive
151,485.0,39,2025-01-21,ATM,Walmart,Clothing,241.29,Debit Card,Approved,Chicago,27,Other,Inactive
152,528.0,39,2025-01-22,Online,BestBuy,Electronics,624.58,Credit Card,Approved,Miami,27,Other,Inactive
153,634.0,39,2025-01-27,POS,BestBuy,Travel,479.96,Credit Card,Pending,Chicago,27,Other,Inactive
154,750.0,39,2025-02-01,ATM,Amazon,Groceries,548.73,Debit Card,Approved,Chicago,27,Other,Inactive
155,881.0,39,2025-02-06,ATM,Amazon,Groceries,130.33,Credit Card,Pending,Miami,27,Other,Inactive
156,1163.0,39,2025-02-18,Online,BestBuy,Clothing,826.8,Credit Card,Pending,Seattle,27,Other,Inactive
157,794.0,40,2025-02-03,ATM,Amazon,Dining,428.99,Credit Card,Declined,Miami,24,Male,Active
158,1083.0,40,2025-02-15,Online,Expedia,Dining,814.65,Credit Card,Approved,Los Angeles,24,Male,Active
159,72.0,41,2025-01-03,POS,eBay,Health,210.22,Debit Card,Pending,Los Angeles,63,Male,Active
160,86.0,41,2025-01-04,ATM,Target,Dining,14.93,Debit Card,Declined,San Francisco,63,Male,Active
161,578.0,41,2025-01-25,Online,Amazon,Travel,291.51,Debit Card,Pending,San Francisco,63,Male,Active
162,1101.0,41,2025-02-15,Online,Amazon,Travel,872.55,Debit Card,Declined,Houston,63,Male,Active
163,110.0,42,2025-01-05,POS,Amazon,Health,71.23,Debit Card,Declined,Seattle,18,Female,Suspended
164,488.0,42,2025-01-21,Online,eBay,Travel,116.04,Credit Card,Pending,Miami,18,Female,Suspended
165,774.0,42,2025-02-02,POS,BestBuy,Health,44.19,Debit Card,Declined,Seattle,18,Female,Suspended
166,864.0,42,2025-02-05,Online,Expedia,Entertainment,205.52,Credit Card,Declined,New York,18,Female,Suspended
167,886.0,42,2025-02-06,Online,Expedia,Travel,678.1,Credit Card,Pending,Houston,18,Female,Suspended
168,1100.0,42,2025-02-15,ATM,Walmart,Entertainment,597.25,Credit Card,Pending,Seattle,18,Female,Suspended
169,1161.0,42,2025-02-18,Online,eBay,Travel,800.78,Debit Card,Declined,San Francisco,18,Female,Suspended
170,423.0,43,2025-01-18,POS,Target,Travel,927.49,Credit Card,Declined,Los Angeles,66,Female,Active
171,677.0,43,2025-01-29,Online,Walmart,Entertainment,376.59,Credit Card,Declined,Houston,66,Female,Active
172,55.0,44,2025-01-03,POS,Costco,Groceries,418.7,Credit Card,Pending,New York,53,Female,Active
173,138.0,44,2025-01-06,ATM,BestBuy,Clothing,585.8,Debit Card,Declined,Chicago,53,Female,Active
174,424.0,44,2025-01-18,Online,Costco,Travel,970.08,Debit Card,Pending,Houston,53,Female,Active
175,543.0,44,2025-01-23,ATM,Walmart,Electronics,166.98,Credit Card,Pending,San Francisco,53,Female,Active
176,1173.0,44,2025-02-18,POS,Costco,Groceries,573.75,Debit Card,Approved,San Francisco,53,Female,Active
177,132.0,45,2025-01-06,ATM,BestBuy,Groceries,10.29,Credit Card,Pending,New York,38,Female,Suspended
178,276.0,46,2025-01-12,Online,Expedia,Dining,160.43,Credit Card,Approved,Miami,54,Female,Active
179,586.0,46,2025-01-25,POS,Walmart,Travel,902.9,Debit Card,Approved,Miami,54,Female,Active
180,704.0,46,2025-01-30,POS,BestBuy,Health,406.19,Credit Card,Approved,Los Angeles,54,Female,Active
181,1120.0,46,2025-02-16,Online,Target,Health,84.79,Debit Card,Approved,Chicago,54,Female,Active
182,344.0,47,2025-01-15,Online,Costco,Clothing,442.54,Credit Card,Pending,Miami,69,Male,Inactive
183,386.0,47,2025-01-17,Online,Expedia,Travel,540.33,Debit Card,Pending,New York,69,Male,Inactive
184,557.0,47,2025-01-24,POS,BestBuy,Travel,758.26,Debit Card,Declined,Miami,69,Male,Inactive
185,711.0,47,2025-01-30,Online,Target,Dining,150.7,Credit Card,Approved,Houston,69,Male,Inactive
186,819.0,47,2025-02-04,Online,Expedia,Travel,153.5,Debit Card,Declined,New York,69,Male,Inactive
187,913.0,47,2025-02-08,Online,Costco,Groceries,262.3,Debit Card,Approved,San Francisco,69,Male,Inactive
188,1191.0,47,2025-02-19,Online,eBay,Clothing,385.87,Credit Card,Declined,Los Angeles,69,Male,Inactive
189,92.0,48,2025-01-04,POS,Expedia,Entertainment,487.67,Credit Card,Approved,Chicago,41,Male,Inactive
190,369.0,48,2025-01-16,POS,Expedia,Travel,148.36,Debit Card,Pending,Chicago,41,Male,Inactive
191,717.0,48,2025-01-30,ATM,BestBuy,Entertainment,915.49,Debit Card,Approved,San Francisco,41,Male,Inactive
192,23.0,49,2025-01-01,ATM,Target,Electronics,442.01,Credit Card,Pending,Houston,42,Other,Suspended
193,271.0,49,2025-01-12,Online,Target,Travel,502.86,Credit Card,Pending,Houston,42,Other,Suspended
194,985.0,49,2025-02-11,ATM,Costco,Dining,181.01,Credit Card,Declined,Houston,42,Other,Suspended
195,992.0,49,2025-02-11,ATM,Amazon,Electronics,813.41,Credit Card,Approved,Seattle,42,Other,Suspended
196,48.0,50,2025-01-02,ATM,Walmart,Health,62.44,Debit Card,Pending,New York,24,Other,Active
197,30.0,51,2025-01-02,ATM,Amazon,Electronics,121.96,Debit Card,Pending,San Francisco,59,Other,Inactive
198,258.0,51,2025-01-11,Online,Amazon,Clothing,995.65,Debit Card,Declined,Miami,59,Other,Inactive
199,323.0,51,2025-01-14,POS,Amazon,Travel,848.15,Credit Card,Declined,Chicago,59,Other,Inactive
200,626.0,51,2025-01-27,POS,Target,Health,460.64,Debit Card,Declined,Houston,59,Other,Inactive
201,663.0,51,2025-01-28,Online,Target,Health,716.18,Credit Card,Pending,Miami,59,Other,Inactive
202,694.0,51,2025-01-29,Online,BestBuy,Entertainment,235.22,Credit Card,Declined,Los Angeles,59,Other,Inactive
203,944.0,51,2025-02-09,POS,Amazon,Dining,6.11,Credit Card,Declined,Miami,59,Other,Inactive
204,1032.0,51,2025-02-12,Online,Amazon,Groceries,500.64,Debit Card,Declined,Houston,59,Other,Inactive
205,115.0,52,2025-01-05,POS,BestBuy,Entertainment,436.3,Credit Card,Approved,Houston,34,Other,Inactive
206,161.0,52,2025-01-07,Online,eBay,Health,274.59,Debit Card,Pending,Los Angeles,34,Other,Inactive
207,476.0,52,2025-01-20,POS,BestBuy,Entertainment,503.77,Debit Card,Declined,Seattle,34,Other,Inactive
208,42.0,53,2025-01-02,ATM,BestBuy,Travel,357.5,Credit Card,Declined,Miami,46,Male,Inactive
209,67.0,53,2025-01-03,Online,Target,Entertainment,607.61,Debit Card,Pending,New York,46,Male,Inactive
210,178.0,53,2025-01-08,Online,Amazon,Health,267.74,Credit Card,Approved,New York,46,Male,Inactive
211,337.0,53,2025-01-15,Online,BestBuy,Health,272.22,Credit Card,Approved,Seattle,46,Male,Inactive
212,481.0,53,2025-01-21,POS,Costco,Dining,839.98,Credit Card,Approved,San Francisco,46,Male,Inactive
213,618.0,53,2025-01-26,ATM,BestBuy,Travel,983.65,Credit Card,Pending,Los Angeles,46,Male,Inactive
214,673.0,53,2025-01-29,Online,Target,Groceries,406.19,Debit Card,Pending,Los Angeles,46,Male,Inactive
215,1068.0,53,2025-02-14,Online,BestBuy,Electronics,508.4,Debit Card,Declined,San Francisco,46,Male,Inactive
216,50.0,54,2025-01-03,Online,Costco,Travel,238.03,Credit Card,Declined,Los Angeles,47,Male,Inactive
217,173.0,54,2025-01-08,ATM,BestBuy,Groceries,822.72,Credit Card,Approved,Miami,47,Male,Inactive
218,228.0,54,2025-01-10,POS,Target,Dining,363.62,Debit Card,Pending,Los Angeles,47,Male,Inactive
219,295.0,54,2025-01-13,ATM,eBay,Clothing,157.92,Debit Card,Declined,Chicago,47,Male,Inactive
220,334.0,54,2025-01-14,Online,Target,Electronics,214.74,Credit Card,Approved,Houston,47,Male,Inactive
221,562.0,54,2025-01-24,Online,Costco,Entertainment,414.14,Credit Card,Approved,San Francisco,47,Male,Inactive
222,641.0,54,2025-01-27,ATM,Costco,Dining,469.36,Credit Card,Approved,Los Angeles,47,Male,Inactive
223,1027.0,54,2025-02-12,POS,BestBuy,Entertainment,546.62,Credit Card,Declined,Chicago,47,Male,Inactive
224,31.0,55,2025-01-02,Online,Target,Electronics,169.46,Debit Card,Pending,Miami,24,Male,Active
225,955.0,55,2025-02-09,Online,Expedia,Travel,346.02,Credit Card,Approved,San Francisco,24,Male,Active
226,1015.0,55,2025-02-12,POS,Target,Travel,850.71,Credit Card,Approved,Seattle,24,Male,Active
227,1021.0,55,2025-02-12,POS,Amazon,Dining,587.64,Debit Card,Approved,Miami,24,Male,Active
228,1139.0,55,2025-02-17,Online,BestBuy,Clothing,810.63,Credit Card,Approved,Houston,24,Male,Active
229,715.0,56,2025-01-30,POS,BestBuy,Travel,434.15,Debit Card,Pending,New York,50,Female,Active
230,728.0,56,2025-01-31,POS,Expedia,Dining,978.46,Debit Card,Declined,San Francisco,50,Female,Active
231,484.0,57,2025-01-21,Online,Walmart,Travel,451.79,Debit Card,Pending,San Francisco,24,Female,Active
232,1175.0,57,2025-02-18,POS,Walmart,Health,64.29,Credit Card,Approved,San Francisco,24,Female,Active
233,296.0,58,2025-01-13,ATM,Amazon,Dining,574.74,Credit Card,Declined,Los Angeles,41,Other,Active
234,330.0,58,2025-01-14,POS,Target,Dining,938.28,Credit Card,Pending,New York,41,Other,Active
235,355.0,58,2025-01-15,POS,Amazon,Electronics,214.45,Debit Card,Pending,Seattle,41,Other,Active
236,361.0,58,2025-01-16,POS,Target,Groceries,87.32,Credit Card,Approved,Houston,41,Other,Active
237,535.0,58,2025-01-23,ATM,Expedia,Entertainment,346.67,Debit Card,Declined,Chicago,41,Other,Active
238,542.0,58,2025-01-23,Online,Walmart,Clothing,96.9,Debit Card,Declined,Miami,41,Other,Active
239,24.0,59,2025-01-01,Online,Walmart,Health,612.49,Debit Card,Approved,Houston,28,Female,Inactive
240,1074.0,59,2025-02-14,ATM,Expedia,Dining,403.7,Credit Card,Pending,San Francisco,28,Female,Inactive
241,1189.0,59,2025-02-19,POS,Target,Travel,514.15,Credit Card,Pending,New York,28,Female,Inactive
242,215.0,60,2025-01-09,Online,eBay,Dining,71.92,Credit Card,Pending,Seattle,26,Male,Suspended
243,338.0,60,2025-01-15,ATM,Walmart,Groceries,105.47,Credit Card,Declined,Houston,26,Male,Suspended
244,850.0,60,2025-02-05,Online,Target,Health,988.48,Credit Card,Pending,New York,26,Male,Suspended
245,692.0,61,2025-01-29,ATM,Target,Dining,879.93,Credit Card,Pending,Chicago,29,Other,Suspended
246,718.0,61,2025-01-30,ATM,BestBuy,Clothing,254.91,Debit Card,Declined,Chicago,29,Other,Suspended
247,1159.0,61,2025-02-18,Online,BestBuy,Entertainment,590.06,Credit Card,Pending,Los Angeles,29,Other,Suspended
