Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Merchant,Category,Amount,Payment_Mode,Transaction_Status,Location
100053,3805.0,2023-01-03,Mobile Payment,BestBuy,Entertainment,1951.39,Debit Card,Declined,Port Robertburgh
100054,4422.0,2023-01-03,ATM,Netflix,Groceries,2242.64,UPI,Approved,Lake Ryanton
100055,4468.0,2023-01-03,POS,Amazon,Clothing,1271.28,PayPal,Approved,Scottside
100056,4809.0,2023-01-03,Online,BestBuy,Groceries,1676.34,PayPal,Approved,East Anna
100057,1328.0,2023-01-03,ATM,Walmart,Electronics,1643.81,PayPal,Approved,Patriciaborough
100058,1098.0,2023-01-03,POS,Walmart,Clothing,3130.03,PayPal,Approved,South Tabitha
100059,1034.0,2023-01-03,Mobile Payment,Amazon,Entertainment,1093.3,PayPal,Approved,North William
100060,2656.0,2023-01-03,Mobile Payment,Target,Clothing,2273.57,UPI,Approved,East Timothy
100061,4328.0,2023-01-03,Online,Uber,Electronics,2805.62,UPI,Approved,Jonesland
100062,2777.0,2023-01-03,Mobile Payment,Uber,Clothing,3782.64,Debit Card,Approved,Aaronmouth
100063,2814.0,2023-01-03,POS,Target,Clothing,2031.65,PayPal,Approved,North Daniel
100064,3197.0,2023-01-03,Mobile Payment,Uber,Entertainment,2604.07,PayPal,Approved,Briannaberg
100065,2224.0,2023-01-03,POS,Apple Store,Travel,3019.72,UPI,Approved,Richardview
100066,4433.0,2023-01-03,Online,Uber,Entertainment,85.61,Credit Card,Approved,East Nathan
100067,3609.0,2023-01-03,Online,Netflix,Groceries,1698.42,Credit Card,Approved,Lisamouth
100068,3271.0,2023-01-03,POS,Apple Store,Travel,4135.21,PayPal,Approved,Mauriceton
100069,4546.0,2023-01-03,Mobile Payment,Walmart,Groceries,1845.61,Debit Card,Approved,West Leslie
100070,4784.0,2023-01-03,Online,Target,Electronics,3425.56,PayPal,Declined,New Teresafurt
100071,1661.0,2023-01-03,Mobile Payment,BestBuy,Clothing,379.42,Credit Card,Approved,North Jamesville
100072,3787.0,2023-01-04,Online,Walmart,Electronics,3755.97,Credit Card,Approved,Daniellefort
100073,3668.0,2023-01-04,POS,Walmart,Dining,1597.14,UPI,Approved,Valenciamouth
100074,2339.0,2023-01-04,POS,Netflix,Groceries,1200.22,Credit Card,Approved,Mcdonaldfort
100075,3762.0,2023-01-04,ATM,Target,Dining,1135.18,PayPal,Approved,Smithshire
100076,3238.0,2023-01-04,Online,Apple Store,Electronics,3999.07,PayPal,Approved,North Ryan
100077,3084.0,2023-01-04,POS,Netflix,Clothing,3835.05,Debit Card,Pending,New Stephanieland
100078,3016.0,2023-01-04,Mobile Payment,Uber,Clothing,3175.66,UPI,Approved,East Jon
100079,1391.0,2023-01-04,Online,Target,Entertainment,4634.83,UPI,Declined,Rogershaven
100080,3895.0,2023-01-04,Mobile Payment,Amazon,Electronics,4065.49,PayPal,Approved,North Matthew
100081,1852.0,2023-01-04,ATM,BestBuy,Travel,2029.32,PayPal,Approved,East Crystalchester
100082,3470.0,2023-01-04,Mobile Payment,Uber,Entertainment,4564.52,Debit Card,Approved,Meyerton
100083,4259.0,2023-01-04,Mobile Payment,Netflix,Clothing,182.95,Credit Card,Approved,Robertport
100084,4833.0,2023-01-04,Online,Netflix,Groceries,2911.11,Debit Card,Approved,Lisamouth
100085,1952.0,2023-01-04,Mobile Payment,Amazon,Electronics,954.74,Debit Card,Approved,Lake Michelleville
100086,1176.0,2023-01-04,Online,Apple Store,Groceries,40.84,PayPal,Approved,Waltonton
100087,4826.0,2023-01-04,POS,Walmart,Entertainment,2951.37,PayPal,Approved,West Michelle
100088,3956.0,2023-01-04,Online,Netflix,Groceries,1209.29,Credit Card,Approved,East Wendy
100089,2162.0,2023-01-04,POS,Apple Store,Groceries,4754.51,PayPal,Approved,South Susan
100090,3865.0,2023-01-04,Online,Netflix,Dining,563.69,PayPal,Declined,North Michaelfort
100091,4164.0,2023-01-04,Mobile Payment,Amazon,Entertainment,1307.83,Debit Card,Approved,Port Helen
100092,3354.0,2023-01-04,Online,Apple Store,Entertainment,4643.83,Credit Card,Declined,Kellyland
100093,2683.0,2023-01-04,POS,Walmart,Clothing,4626.58,Credit Card,Approved,East Tiffany
100094,1632.0,2023-01-04,Online,Netflix,Clothing,135.0,Credit Card,Approved,South Dale
100095,3214.0,2023-01-04,ATM,Uber,Travel,4685.77,Credit Card,Approved,West Taylorborough
100096,4578.0,2023-01-05,Online,Apple Store,Entertainment,2988.07,Credit Card,Approved,Melissaville
100097,4385.0,2023-01-05,Mobile Payment,Amazon,Electronics,939.91,UPI,Approved,Hernandezport
100098,1406.0,2023-01-05,POS,BestBuy,Groceries,4722.89,Debit Card,Approved,Lake Victoriachester
100099,4341.0,2023-01-05,Online,Target,Entertainment,2068.72,PayPal,Approved,Richardchester
100100,1145.0,2023-01-05,Mobile Payment,Uber,Groceries,1277.06,PayPal,Declined,Christophermouth
100101,3025.0,2023-01-05,Online,Target,Clothing,395.01,PayPal,Approved,Robertmouth
100102,1522.0,2023-01-05,Mobile Payment,BestBuy,Clothing,1875.28,Debit Card,Approved,East Christopherburgh
100103,2210.0,2023-01-05,ATM,Apple Store,Travel,2451.38,PayPal,Approved,Michaelmouth
100104,4100.0,2023-01-05,ATM,Walmart,Dining,149.46,PayPal,Declined,Justinshire
100105,3849.0,2023-01-05,Mobile Payment,Walmart,Entertainment,3571.0,Debit Card,Approved,Port Stevenside
100106,2753.0,2023-01-05,POS,Target,Electronics,1643.06,Debit Card,Approved,Jamieton
100107,3847.0,2023-01-05,POS,Apple Store,Clothing,155.6,PayPal,Approved,Blairmouth
100108,1638.0,2023-01-05,ATM,Uber,Clothing,1326.21,UPI,Approved,Rosarioport
100109,3890.0,2023-01-05,Online,Netflix,Groceries,987.94,PayPal,Approved,Lake Dennis
100110,1894.0,2023-01-05,Online,Apple Store,Travel,1284.68,Credit Card,Approved,West Tyler
100111,1159.0,2023-01-05,Mobile Payment,BestBuy,Entertainment,476.58,PayPal,Approved,Lake Courtney
100112,4768.0,2023-01-05,Online,Walmart,Entertainment,1588.74,Debit Card,Approved,Hendersonfort
100113,2701.0,2023-01-05,Online,Walmart,Electronics,4439.55,Credit Card,Approved,New Nicholashaven
100114,2429.0,2023-01-05,Mobile Payment,Netflix,Travel,813.24,Credit Card,Approved,Lake Edwinberg
100115,4856.0,2023-01-05,POS,Apple Store,Groceries,3106.05,Debit Card,Approved,Carolside
100116,1942.0,2023-01-05,POS,Apple Store,Entertainment,4678.26,UPI,Approved,East Juliaberg
100117,1725.0,2023-01-05,POS,Target,Dining,830.36,UPI,Approved,Zacharyhaven
100118,1496.0,2023-01-05,Online,BestBuy,Travel,3538.75,PayPal,Approved,Brooksmouth
100119,2180.0,2023-01-05,Online,Apple Store,Dining,1113.32,UPI,Pending,Jessicafort
100120,4518.0,2023-01-06,Online,Netflix,Electronics,3529.09,Debit Card,Approved,West John
100121,4513.0,2023-01-06,Online,Walmart,Dining,3722.03,Credit Card,Approved,South Scotthaven
100122,4226.0,2023-01-06,Mobile Payment,Walmart,Clothing,3729.35,PayPal,Approved,East Lisafurt
100123,3678.0,2023-01-06,Online,Target,Dining,3714.06,Credit Card,Approved,Lake Javierland
100124,2928.0,2023-01-06,Mobile Payment,Walmart,Dining,2445.41,UPI,Approved,Shortland
100125,3113.0,2023-01-06,Online,Netflix,Entertainment,3603.82,UPI,Approved,West Jonathan
100126,1479.0,2023-01-06,Mobile Payment,Target,Clothing,4136.16,PayPal,Approved,Ellischester
100127,4696.0,2023-01-06,Online,BestBuy,Entertainment,1700.03,Debit Card,Pending,East Josephmouth
100128,1026.0,2023-01-06,Mobile Payment,Uber,Travel,4514.01,Credit Card,Approved,South Janiceside
100129,4245.0,2023-01-06,POS,Target,Groceries,3757.79,PayPal,Approved,North Keithberg
100130,3011.0,2023-01-06,ATM,Apple Store,Travel,2004.6,PayPal,Approved,Williamsshire
100131,3344.0,2023-01-06,POS,Amazon,Groceries,3662.91,UPI,Approved,Timothyport
100132,4691.0,2023-01-06,Mobile Payment,Uber,Electronics,2407.94,Debit Card,Approved,Thompsonland
100133,2484.0,2023-01-06,Online,Netflix,Entertainment,1672.8,Credit Card,Pending,Port Hollyfurt
100134,2053.0,2023-01-06,Mobile Payment,Amazon,Dining,4184.29,Debit Card,Approved,North Zacharyfort
100135,4197.0,2023-01-06,Online,Apple Store,Clothing,990.26,Credit Card,Approved,Careyberg
100136,3005.0,2023-01-06,POS,Uber,Groceries,4114.05,PayPal,Approved,East Rebeccaside
100137,1632.0,2023-01-06,ATM,Walmart,Entertainment,2861.35,PayPal,Declined,Joelville
100138,1033.0,2023-01-06,Online,Amazon,Dining,4056.71,UPI,Approved,West Mark
100139,2600.0,2023-01-06,ATM,Netflix,Travel,1803.47,Credit Card,Approved,Brandonton
100140,1586.0,2023-01-06,Online,Amazon,Entertainment,1870.51,Credit Card,Approved,West Beverlyton
100141,3546.0,2023-01-06,POS,Uber,Electronics,3568.8,UPI,Approved,Port Johntown
100142,2765.0,2023-01-06,Online,BestBuy,Dining,2339.42,Debit Card,Approved,Lake Jessicachester
100143,2450.0,2023-01-06,POS,Target,Dining,1855.77,Debit Card,Approved,Liuburgh
100144,3501.0,2023-01-07,ATM,Walmart,Groceries,4278.63,PayPal,Declined,Carlaview
100145,3892.0,2023-01-07,Mobile Payment,BestBuy,Entertainment,4360.67,Credit Card,Approved,Port Christopher
100146,1588.0,2023-01-07,Online,Walmart,Groceries,922.7,PayPal,Approved,Joyceside
100147,4584.0,2023-01-07,POS,Walmart,Electronics,4750.28,Credit Card,Approved,Harrisfurt
100148,3950.0,2023-01-07,ATM,Uber,Groceries,1045.72,UPI,Approved,Stephenburgh
100149,3490.0,2023-01-07,Mobile Payment,Amazon,Groceries,1501.93,PayPal,Approved,East Frankchester
100150,4557.0,2023-01-07,ATM,Apple Store,Groceries,4691.56,Credit Card,Approved,South Leslie
100151,4880.0,2023-01-07,POS,Walmart,Groceries,3839.2,UPI,Approved,Stevenview
100152,1667.0,2023-01-07,ATM,BestBuy,Entertainment,4552.29,Debit Card,Approved,North Huntermouth
100153,1909.0,2023-01-07,POS,Uber,Groceries,27.72,Credit Card,Approved,Turnerchester
100154,4505.0,2023-01-07,Online,Walmart,Travel,2249.34,UPI,Approved,South Kevinmouth
100155,3351.0,2023-01-07,Online,Target,Electronics,3075.07,Debit Card,Approved,Lake Aaronside
100156,2397.0,2023-01-07,ATM,Walmart,Dining,3895.37,Debit Card,Approved,West Lindabury
100157,1397.0,2023-01-07,Mobile Payment,Netflix,Travel,4292.38,Credit Card,Approved,Nelsonborough
100158,3864.0,2023-01-07,POS,Walmart,Travel,3345.17,Credit Card,Approved,Porterborough
100159,3586.0,2023-01-07,Mobile Payment,Uber,Travel,4859.98,UPI,Approved,Freemanside
100160,4507.0,2023-01-07,Mobile Payment,Amazon,Clothing,3039.45,Debit Card,Approved,Bryanland
100161,1663.0,2023-01-07,POS,BestBuy,Groceries,348.34,Debit Card,Approved,Espinozatown
100162,1890.0,2023-01-07,Mobile Payment,Apple Store,Groceries,2886.11,PayPal,Approved,Taylorfurt
100163,2507.0,2023-01-07,POS,BestBuy,Groceries,3422.04,Debit Card,Approved,Robertville
100164,4271.0,2023-01-07,ATM,Amazon,Electronics,3023.33,PayPal,Approved,New Vanessa
100165,3363.0,2023-01-07,POS,Amazon,Groceries,3658.9,Debit Card,Approved,Sheltonbury
100166,4841.0,2023-01-07,ATM,Target,Clothing,1339.52,UPI,Approved,Jamieland
100167,4405.0,2023-01-07,Mobile Payment,Amazon,Travel,4374.54,Credit Card,Approved,New Stevenmouth
100168,2472.0,2023-01-08,ATM,Target,Travel,4416.39,Credit Card,Pending,New Felicia
100169,2207.0,2023-01-08,ATM,Apple Store,Dining,2439.68,Debit Card,Declined,West Laurenshire
100170,1855.0,2023-01-08,Online,Apple Store,Dining,4298.4,UPI,Approved,Marytown
100171,3485.0,2023-01-08,POS,Target,Groceries,1089.4,PayPal,Pending,West Michaelview
100172,1195.0,2023-01-08,POS,Netflix,Electronics,51.3,PayPal,Pending,Wendybury
100173,2190.0,2023-01-08,Mobile Payment,Amazon,Electronics,3599.01,Credit Card,Approved,North Lauraburgh
100174,2898.0,2023-01-08,Online,Amazon,Travel,3630.95,Credit Card,Approved,East Jonathanfurt
100175,1578.0,2023-01-08,Mobile Payment,Netflix,Entertainment,1805.83,UPI,Declined,Jordanshire
100176,2016.0,2023-01-08,Online,Target,Dining,3089.63,PayPal,Approved,East Kristenhaven
100177,1300.0,2023-01-08,Mobile Payment,Uber,Electronics,2329.9,Debit Card,Approved,Allisonchester
100178,4568.0,2023-01-08,ATM,BestBuy,Travel,1635.89,UPI,Approved,Stevenburgh
100179,3562.0,2023-01-08,Mobile Payment,Target,Electronics,1839.99,UPI,Pending,Dannyton
100180,3929.0,2023-01-08,Online,Uber,Travel,4947.09,UPI,Approved,Port Scottshire
100181,1972.0,2023-01-08,ATM,BestBuy,Electronics,3249.76,PayPal,Approved,Port Sara
100182,3574.0,2023-01-08,Online,Uber,Electronics,3036.72,PayPal,Approved,South Elizabethville
100183,3415.0,2023-01-08,Online,BestBuy,Clothing,1426.95,Credit Card,Approved,Lake Timfort
100184,2241.0,2023-01-08,Mobile Payment,Amazon,Electronics,3443.92,UPI,Approved,Joshuafort
100185,3921.0,2023-01-08,Online,Amazon,Electronics,453.2,Debit Card,Approved,Sellersville
100186,4229.0,2023-01-08,Mobile Payment,Amazon,Travel,985.82,Debit Card,Approved,Jillton
100187,4934.0,2023-01-08,Online,Walmart,Travel,3856.9,Debit Card,Approved,Lake Steven
100188,4339.0,2023-01-08,POS,Target,Groceries,3675.82,PayPal,Pending,New Christopher
100189,4219.0,2023-01-08,ATM,Target,Clothing,4691.62,Credit Card,Approved,Kendraberg
100190,4748.0,2023-01-08,POS,Netflix,Clothing,3837.32,Debit Card,Approved,North Jasonberg
100191,4710.0,2023-01-08,POS,Netflix,Travel,1146.12,Debit Card,Approved,Port Amy
100192,1422.0,2023-01-09,POS,Netflix,Entertainment,2685.4,Debit Card,Approved,West Theresaport
100193,3779.0,2023-01-09,Mobile Payment,Amazon,Groceries,3371.75,Credit Card,Approved,North Davidside
100194,1910.0,2023-01-09,Mobile Payment,Amazon,Groceries,3907.28,PayPal,Approved,Lake Matthewberg
100195,2316.0,2023-01-09,POS,Uber,Clothing,222.91,Debit Card,Approved,North Christopherstad
100196,4093.0,2023-01-09,Mobile Payment,Uber,Electronics,3172.67,Debit Card,Approved,New Stephenfurt
100197,4154.0,2023-01-09,Online,Uber,Travel,4386.11,PayPal,Pending,East Melissafurt
100198,4018.0,2023-01-09,Mobile Payment,Netflix,Clothing,3496.37,PayPal,Approved,Schmidtburgh
100199,2793.0,2023-01-09,POS,Netflix,Entertainment,4498.88,PayPal,Approved,New Victoria
100200,2340.0,2023-01-09,Online,Amazon,Dining,4456.24,Credit Card,Pending,Finleybury
100201,3759.0,2023-01-09,Mobile Payment,Amazon,Groceries,641.86,Debit Card,Approved,Lake Amy
100202,4030.0,2023-01-09,Mobile Payment,Apple Store,Dining,3715.44,Debit Card,Approved,Omarstad
100203,2177.0,2023-01-09,Mobile Payment,Amazon,Electronics,2849.42,Debit Card,Approved,Port Ericabury
100204,2446.0,2023-01-09,Mobile Payment,Amazon,Electronics,1137.48,UPI,Approved,Simpsonview
100205,2489.0,2023-01-09,Mobile Payment,Target,Electronics,2368.83,Credit Card,Approved,Hannahport
100206,3552.0,2023-01-09,ATM,BestBuy,Groceries,2057.65,UPI,Approved,South Todd
100207,1910.0,2023-01-09,Online,Amazon,Groceries,175.36,Credit Card,Declined,Port Michaelfurt
100208,4724.0,2023-01-09,ATM,Amazon,Electronics,4469.1,Credit Card,Pending,New Pamelahaven
100209,4981.0,2023-01-09,Mobile Payment,Target,Entertainment,434.99,Debit Card,Approved,East Shelby
100210,3601.0,2023-01-09,Online,Walmart,Entertainment,1860.15,PayPal,Approved,West Cassandra
100211,1278.0,2023-01-09,ATM,Netflix,Clothing,1482.81,Debit Card,Approved,East Johnstad
100212,1018.0,2023-01-09,ATM,Target,Clothing,4721.26,PayPal,Declined,Ronaldchester
100213,2014.0,2023-01-09,Mobile Payment,Walmart,Clothing,4303.53,Debit Card,Declined,Lake Taylorshire
100214,2637.0,2023-01-09,Online,Amazon,Clothing,387.89,PayPal,Approved,Hodgemouth
100215,2146.0,2023-01-09,Online,BestBuy,Dining,4838.06,UPI,Approved,North Kelseytown
100216,4347.0,2023-01-10,ATM,Amazon,Electronics,3434.31,PayPal,Pending,Lake Juliemouth
100217,3301.0,2023-01-10,POS,Netflix,Groceries,1320.66,Credit Card,Pending,Mcclureland
100218,1298.0,2023-01-10,Online,Amazon,Groceries,1693.17,Credit Card,Approved,Gouldmouth
100219,4082.0,2023-01-10,Online,Netflix,Groceries,2271.36,Debit Card,Approved,Woodland
100220,1105.0,2023-01-10,Mobile Payment,BestBuy,Groceries,4792.23,PayPal,Approved,Anthonyhaven
100221,2496.0,2023-01-10,Online,BestBuy,Electronics,2405.13,Credit Card,Approved,Lake Ronald
100222,2187.0,2023-01-10,POS,Uber,Clothing,4321.15,PayPal,Declined,East Gregoryville
100223,3757.0,2023-01-10,Online,Netflix,Travel,2593.37,Credit Card,Approved,Allenmouth
100224,2220.0,2023-01-10,Online,Target,Dining,3912.24,Credit Card,Approved,East Davidborough
100225,4799.0,2023-01-10,Online,Apple Store,Electronics,3738.61,Credit Card,Approved,East Jesusside
100226,3790.0,2023-01-10,POS,Netflix,Groceries,174.45,Credit Card,Approved,South Jason
100227,1516.0,2023-01-10,Mobile Payment,Netflix,Travel,419.62,Debit Card,Approved,Jenniferland
100228,3249.0,2023-01-10,POS,Netflix,Groceries,3460.81,PayPal,Declined,Port Rebeccamouth
100229,4560.0,2023-01-10,POS,Netflix,Clothing,3154.49,Debit Card,Approved,Mitchellmouth
100230,1092.0,2023-01-10,ATM,Uber,Dining,224.79,Debit Card,Approved,New Annafort
100231,1714.0,2023-01-10,ATM,Apple Store,Dining,2627.21,UPI,Approved,Kingborough
100232,4690.0,2023-01-10,POS,Uber,Travel,1758.86,Debit Card,Approved,Laurietown
100233,4203.0,2023-01-10,ATM,Target,Groceries,1498.82,PayPal,Pending,South Jimmy
100234,1581.0,2023-01-10,POS,Walmart,Groceries,3654.42,PayPal,Approved,Reedfort
100235,4791.0,2023-01-10,ATM,Apple Store,Groceries,4857.68,UPI,Approved,Kaiserton
100236,1109.0,2023-01-10,Mobile Payment,Walmart,Clothing,1432.2,PayPal,Approved,Jonesborough
100237,1307.0,2023-01-10,Mobile Payment,Netflix,Dining,3297.07,UPI,Approved,Dayport
100238,4763.0,2023-01-10,Online,Apple Store,Electronics,2877.61,PayPal,Declined,Port Debbietown
100239,2053.0,2023-01-10,ATM,Netflix,Dining,3967.1,UPI,Approved,Port Donna
100240,1600.0,2023-01-11,POS,Uber,Travel,4439.82,UPI,Approved,Jonathanburgh
100241,1038.0,2023-01-11,Mobile Payment,Apple Store,Groceries,783.85,UPI,Pending,Kevinfurt
100242,3881.0,2023-01-11,Online,Walmart,Clothing,228.77,Credit Card,Approved,South Juan
100243,1320.0,2023-01-11,Online,Target,Travel,642.17,Debit Card,Approved,Kristaside
100244,3579.0,2023-01-11,ATM,BestBuy,Entertainment,1360.22,UPI,Approved,East Nancyton
100245,1088.0,2023-01-11,ATM,Netflix,Groceries,995.94,Debit Card,Approved,East Kristine
100246,2069.0,2023-01-11,Online,Amazon,Clothing,2255.35,Credit Card,Declined,South Cristian
100247,3080.0,2023-01-11,ATM,Target,Clothing,523.4,PayPal,Approved,Castroland
100248,1742.0,2023-01-11,ATM,Target,Groceries,4007.85,PayPal,Approved,Port Laurenfurt
100249,2382.0,2023-01-11,Mobile Payment,BestBuy,Entertainment,33.87,UPI,Declined,Schwartzville
100250,4348.0,2023-01-11,ATM,Apple Store,Groceries,212.92,Credit Card,Approved,Port Seanhaven
100251,4684.0,2023-01-11,Online,Walmart,Travel,3931.67,UPI,Approved,Nashfurt
100252,1606.0,2023-01-11,POS,BestBuy,Dining,2853.82,UPI,Approved,Kellyfort
100253,1540.0,2023-01-11,ATM,Apple Store,Groceries,3452.77,PayPal,Approved,Jackieborough
100254,3032.0,2023-01-11,Mobile Payment,BestBuy,Clothing,3835.87,UPI,Approved,New Ashley
100255,3278.0,2023-01-11,Mobile Payment,Netflix,Groceries,414.67,Debit Card,Approved,Colemanside
100256,4691.0,2023-01-11,ATM,Walmart,Electronics,130.34,PayPal,Approved,Bellhaven
100257,4716.0,2023-01-11,Mobile Payment,Netflix,Travel,1672.31,PayPal,Declined,Robertmouth
100258,4368.0,2023-01-11,Mobile Payment,Apple Store,Groceries,2530.7,PayPal,Approved,Burgessmouth
100259,1985.0,2023-01-11,POS,Target,Travel,1618.5,UPI,Approved,South Kristiemouth
100260,2708.0,2023-01-11,POS,Netflix,Entertainment,4936.18,Debit Card,Approved,Port Pamelafort
100261,3952.0,2023-01-11,Online,Uber,Groceries,2349.0,UPI,Approved,East Kimberly
100262,3204.0,2023-01-11,POS,Amazon,Dining,4284.63,PayPal,Approved,East Zacharyhaven
100263,1667.0,2023-01-11,ATM,Apple Store,Groceries,1848.22,UPI,Declined,East Fred
100264,4961.0,2023-01-12,POS,Target,Entertainment,1371.32,Credit Card,Approved,Collinsmouth
100265,4586.0,2023-01-12,ATM,Walmart,Travel,3841.06,Debit Card,Declined,South Jessicastad
100266,1496.0,2023-01-12,Online,Target,Electronics,4333.74,PayPal,Approved,Loritown
100267,2448.0,2023-01-12,POS,Netflix,Groceries,1972.03,UPI,Approved,North William
100268,2756.0,2023-01-12,Online,Target,Dining,2829.97,Debit Card,Approved,Evelynburgh
100269,4702.0,2023-01-12,Mobile Payment,Apple Store,Electronics,1426.92,UPI,Approved,Conniefort
100270,2746.0,2023-01-12,Online,Target,Entertainment,3223.8,Debit Card,Approved,Acostahaven
100271,1198.0,2023-01-12,ATM,Walmart,Entertainment,3148.79,UPI,Approved,Loriland
100272,2896.0,2023-01-12,ATM,Walmart,Entertainment,875.09,Debit Card,Approved,Lake Brandonmouth
100273,2924.0,2023-01-12,Mobile Payment,Target,Travel,1287.95,UPI,Approved,South Natalieton
100274,2610.0,2023-01-12,ATM,Apple Store,Clothing,2367.7,UPI,Approved,West Elizabethmouth
